# Excitonic eigen energies and oscillator strengths
#
# Momentum transfer Q=G+q in lattice cooridnates
# G:   0   0   0
# q:   0.0000000   0.0000000   0.0000000
# Momentum transfer Q=G+q in Cartesian cooridnates
# G:   0.0000000   0.0000000   0.0000000
# q:   0.0000000   0.0000000   0.0000000
# Norm2(G+q)   0.0000000
#
# Energy scale  27.2113839
# E_shift : -0.1529638416064815E+02
#
#    Nr.                       E               E+E_shift             |Osc. Str.|      Re(Osc. Str. Res.)      Im(Osc. Str. Res.)
     223     23.7849844844300300      8.4886003237818848  0.1163143701009031E-03  0.1163143701009031E-03  0.0000000000000000E+00
     224     23.7958472148186679      8.4994630541705227  0.1156808858598318E-03  0.1156808858598318E-03  0.0000000000000000E+00
     225     23.8404100210930388      8.5440258604448918  0.1630783425128345E-03  0.1630783425128345E-03  0.0000000000000000E+00
     226     23.8556468077155976      8.5592626470674524  0.1283716900318678E-03  0.1283716900318678E-03  0.0000000000000000E+00
     227     23.8647819170602737      8.5683977564121285  0.1859382696868803E-03  0.1859382696868803E-03  0.0000000000000000E+00
     228     23.8752133502681936      8.5788291896200484  0.1052874847284612E-03  0.1052874847284612E-03  0.0000000000000000E+00
     229     23.8976769031643173      8.6012927425161720  0.2376610349024775E-03  0.2376610349024775E-03  0.0000000000000000E+00
     230     23.9284882553400458      8.6321040946918988  0.8574786962639195E-05  0.8574786962639195E-05  0.0000000000000000E+00
     231     23.9465095819227187      8.6501254212745717  0.4289403750611806E-03  0.4289403750611806E-03  0.0000000000000000E+00
     232     23.9715470129737867      8.6751628523256414  0.2031735611928660E-04  0.2031735611928660E-04  0.0000000000000000E+00
     233     23.9878782210021093      8.6914940603539641  0.2390934330718717E-04  0.2390934330718717E-04  0.0000000000000000E+00
     234     24.0015362415683704      8.7051520809202234  0.1414132372840525E-03  0.1414132372840525E-03  0.0000000000000000E+00
     235     24.0205317530203430      8.7241475923721961  0.3993520992178626E-04  0.3993520992178626E-04  0.0000000000000000E+00
     236     24.0255354150327101      8.7291512543845649  0.1002330694466526E-03  0.1002330694466526E-03  0.0000000000000000E+00
     237     24.0371823616427314      8.7407982009945844  0.2993339028217971E-03  0.2993339028217971E-03  0.0000000000000000E+00
     238     24.0433768066833906      8.7469926460352436  0.1760854823700782E-03  0.1760854823700782E-03  0.0000000000000000E+00
     239     24.0622610719280665      8.7658769112799195  0.5851535786938296E-04  0.5851535786938296E-04  0.0000000000000000E+00
     240     24.0798642117121382      8.7834800510639894  0.1225052781786508E-04  0.1225052781786508E-04  0.0000000000000000E+00
     241     24.0940804396499146      8.7976962790017694  0.7017025087054766E-04  0.7017025087054766E-04  0.0000000000000000E+00
     242     24.1081006623115321      8.8117165016633852  0.9823078774431594E-04  0.9823078774431594E-04  0.0000000000000000E+00
     243     24.1331205322200724      8.8367363715719254  0.4129800578658963E-04  0.4129800578658963E-04  0.0000000000000000E+00
     244     24.1408810623754881      8.8444969017273429  0.5616044475251484E-04  0.5616044475251484E-04  0.0000000000000000E+00
     245     24.1671671704579651      8.8707830098098182  0.2232440085970092E-03  0.2232440085970092E-03  0.0000000000000000E+00
     246     24.1972298395631462      8.9008456789149992  0.2109944100237987E-04  0.2109944100237987E-04  0.0000000000000000E+00
     247     24.2059970120560202      8.9096128514078750  0.2647564834263447E-04  0.2647564834263447E-04  0.0000000000000000E+00
     248     24.2146562052322452      8.9182720445840982  0.8109149737153025E-05  0.8109149737153025E-05  0.0000000000000000E+00
     249     24.2284557213575020      8.9320715607093568  0.3276516219828005E-03  0.3276516219828005E-03  0.0000000000000000E+00
     250     24.2567474954820952      8.9603633348339482  0.4230668461099641E-04  0.4230668461099641E-04  0.0000000000000000E+00
     251     24.2672120097973405      8.9708278491491935  0.8067707924947752E-04  0.8067707924947752E-04  0.0000000000000000E+00
     252     24.2859781465870981      8.9895939859389511  0.1031761670645936E-03  0.1031761670645936E-03  0.0000000000000000E+00
     253     24.3256444776222303      9.0292603169740833  0.3565670164207697E-03  0.3565670164207697E-03  0.0000000000000000E+00
     254     24.3399272230244854      9.0435430623763384  0.1070315289093657E-03  0.1070315289093657E-03  0.0000000000000000E+00
     255     24.3499382769565180      9.0535541163083728  0.6016859751169938E-04  0.6016859751169938E-04  0.0000000000000000E+00
     256     24.3740311145245947      9.0776469538764495  0.1248182331254037E-03  0.1248182331254037E-03  0.0000000000000000E+00
     257     24.4012961665615649      9.1049120059134196  0.9133109180418375E-04  0.9133109180418375E-04  0.0000000000000000E+00
     258     24.4165931542119417      9.1202089935637947  0.7189191135592971E-04  0.7189191135592971E-04  0.0000000000000000E+00
     259     24.4199314984356946      9.1235473377875493  0.1254557019925707E-03  0.1254557019925707E-03  0.0000000000000000E+00
     260     24.4376775919972573      9.1412934313491103  0.1858131903643992E-03  0.1858131903643992E-03  0.0000000000000000E+00
     261     24.4439439368546196      9.1475597762064726  0.7643842267263267E-04  0.7643842267263267E-04  0.0000000000000000E+00
     262     24.4677224827775071      9.1713383221293618  0.8937984051911781E-04  0.8937984051911781E-04  0.0000000000000000E+00
     263     24.4794360846376833      9.1830519239895363  0.3266400391168932E-03  0.3266400391168932E-03  0.0000000000000000E+00
     264     24.5101753554950683      9.2137911948469231  0.4084218046283677E-04  0.4084218046283677E-04  0.0000000000000000E+00
     265     24.5355113288587354      9.2391271682105884  0.1776238613128467E-03  0.1776238613128467E-03  0.0000000000000000E+00
     266     24.5588942511371258      9.2625100904889806  0.4807873366108394E-04  0.4807873366108394E-04  0.0000000000000000E+00
     267     24.5601865997986195      9.2638024391504743  0.1065610676338433E-03  0.1065610676338433E-03  0.0000000000000000E+00
     268     24.5930187256130708      9.2966345649649238  0.1712175024221908E-04  0.1712175024221908E-04  0.0000000000000000E+00
     269     24.6003122183901937      9.3039280577420485  0.7630259668425324E-04  0.7630259668425324E-04  0.0000000000000000E+00
     270     24.6171543561564512      9.3207701955083042  0.1052144267965566E-03  0.1052144267965566E-03  0.0000000000000000E+00
     271     24.6231591682394360      9.3267750075912890  0.7141257090216568E-04  0.7141257090216568E-04  0.0000000000000000E+00
     272     24.6530245468690872      9.3566403862209420  0.1452499450905785E-04  0.1452499450905785E-04  0.0000000000000000E+00
     273     24.6766959269297637      9.3803117662816167  0.3583684235706235E-04  0.3583684235706235E-04  0.0000000000000000E+00
     274     24.7000283449564080      9.4036441843082628  0.4066611551407003E-06  0.4066611551407003E-06  0.0000000000000000E+00
     275     24.7160395636673584      9.4196554030192114  0.8412936405496048E-05  0.8412936405496048E-05  0.0000000000000000E+00
     276     24.7306281629709517      9.4342440023228047  0.4314575174085125E-04  0.4314575174085125E-04  0.0000000000000000E+00
     277     24.7653241965750155      9.4689400359268685  0.2887563951384037E-05  0.2887563951384037E-05  0.0000000000000000E+00
     278     24.7863604594729203      9.4899762988247733  0.4265432111054855E-04  0.4265432111054855E-04  0.0000000000000000E+00
     279     24.7999201088554457      9.5035359482073005  0.3418900338995054E-04  0.3418900338995054E-04  0.0000000000000000E+00
     280     24.8171944053115787      9.5208102446634335  0.1433896217468825E-04  0.1433896217468825E-04  0.0000000000000000E+00
     281     24.8338417570764456      9.5374575964283004  0.2127208226271823E-04  0.2127208226271823E-04  0.0000000000000000E+00
     282     24.8592268698598531      9.5628427092117061  0.3574735766604715E-05  0.3574735766604715E-05  0.0000000000000000E+00
     283     24.8781489272849079      9.5817647666367627  0.7447553278281664E-04  0.7447553278281664E-04  0.0000000000000000E+00
     284     24.9000827297032963      9.6036985690551511  0.1110174674479493E-03  0.1110174674479493E-03  0.0000000000000000E+00
     285     24.9259297286685282      9.6295455680203812  0.1963849260931989E-04  0.1963849260931989E-04  0.0000000000000000E+00
     286     24.9609748253810935      9.6645906647329483  0.8034934233940144E-05  0.8034934233940144E-05  0.0000000000000000E+00
     287     24.9839395842791561      9.6875554236310073  0.1595530600246025E-04  0.1595530600246025E-04  0.0000000000000000E+00
     288     24.9907376445950966      9.6943534839469514  0.7653902309240555E-05  0.7653902309240555E-05  0.0000000000000000E+00
     289     25.0025150708326471      9.7061309101845001  0.4203447680246432E-04  0.4203447680246432E-04  0.0000000000000000E+00
     290     25.0195045476601479      9.7231203870120027  0.1797813569004543E-04  0.1797813569004543E-04  0.0000000000000000E+00
     291     25.0458968459171061      9.7495126852689609  0.2656233204590773E-04  0.2656233204590773E-04  0.0000000000000000E+00
     292     25.0488252370959827      9.7524410764478375  0.1966766050869458E-04  0.1966766050869458E-04  0.0000000000000000E+00
     293     25.0861199156405839      9.7897357549924386  0.1734548998130639E-04  0.1734548998130639E-04  0.0000000000000000E+00
     294     25.1002646084525374      9.8038804478043922  0.4362120352705809E-04  0.4362120352705809E-04  0.0000000000000000E+00
     295     25.1208007193315126      9.8244165586833656  0.4431213933753780E-04  0.4431213933753780E-04  0.0000000000000000E+00
     296     25.1441883203707697      9.8478041597226227  0.5332573337283341E-05  0.5332573337283341E-05  0.0000000000000000E+00
     297     25.1583119993347850      9.8619278386866398  0.5106383193782028E-04  0.5106383193782028E-04  0.0000000000000000E+00
     298     25.1760389430136087      9.8796547823654635  0.1329738075011874E-04  0.1329738075011874E-04  0.0000000000000000E+00
     299     25.1858712934775042      9.8894871328293590  0.1157020630057323E-04  0.1157020630057323E-04  0.0000000000000000E+00
     300     25.2143505420701359      9.9179663814219872  0.2497687480022482E-04  0.2497687480022482E-04  0.0000000000000000E+00
     301     25.2380055758485042      9.9416214152003590  0.7286292608564270E-04  0.7286292608564270E-04  0.0000000000000000E+00
     302     25.2494252710204599      9.9530411103723146  0.1185171948741306E-03  0.1185171948741306E-03  0.0000000000000000E+00
     303     25.3027158936039278     10.0063317329557808  0.2741301546648352E-04  0.2741301546648352E-04  0.0000000000000000E+00
     304     25.3107171572490728     10.0143329966009276  0.4304144560999123E-04  0.4304144560999123E-04  0.0000000000000000E+00
     305     25.3384811174702342     10.0420969568220873  0.4591227590230150E-04  0.4591227590230150E-04  0.0000000000000000E+00
     306     25.3635111874082995     10.0671270267601543  0.1127951332394787E-03  0.1127951332394787E-03  0.0000000000000000E+00
     307     25.3793281742881582     10.0829440136400112  0.1835312800677287E-04  0.1835312800677287E-04  0.0000000000000000E+00
     308     25.3913768777677795     10.0949927171196325  0.3640901789401501E-04  0.3640901789401501E-04  0.0000000000000000E+00
     309     25.4341424758863361     10.1377583152381909  0.3137641937845460E-04  0.3137641937845460E-04  0.0000000000000000E+00
     310     25.4618526534090535     10.1654684927609065  0.4007956112194741E-05  0.4007956112194741E-05  0.0000000000000000E+00
     311     25.4807453468506715     10.1843611862025245  0.3615235100160947E-04  0.3615235100160947E-04  0.0000000000000000E+00
     312     25.5479827694632995     10.2515986088151543  0.9117467960598029E-05  0.9117467960598029E-05  0.0000000000000000E+00
     313     25.5882021231422492     10.2918179624941022  0.8677540829048692E-04  0.8677540829048692E-04  0.0000000000000000E+00
     314     25.6596515037891635     10.3632673431410165  0.1030283118730076E-03  0.1030283118730076E-03  0.0000000000000000E+00
     315     25.7234048148657379     10.4270206542175927  0.1057041299711210E-05  0.1057041299711210E-05  0.0000000000000000E+00
     316     25.7501744968242718     10.4537903361761249  0.4869909490181102E-04  0.4869909490181102E-04  0.0000000000000000E+00
     317     25.7567297569522466     10.4603455963041014  0.5991064666624548E-04  0.5991064666624548E-04  0.0000000000000000E+00
     318     25.8365572804914585     10.5401731198433097  0.1182741315943324E-03  0.1182741315943324E-03  0.0000000000000000E+00
     319     25.9261184566200988     10.6297342959719501  0.2984877178323823E-04  0.2984877178323823E-04  0.0000000000000000E+00
     320     25.9376230678440010     10.6412389071958557  0.7540033888244640E-04  0.7540033888244640E-04  0.0000000000000000E+00
     321     26.1497166329341617     10.8533324722860147  0.1406126028301099E-04  0.1406126028301099E-04  0.0000000000000000E+00
     322     26.2738820092004808     10.9774978485523356  0.1559524956933240E-03  0.1559524956933240E-03  0.0000000000000000E+00
     323     26.5612724526637045     11.2648882920155575  0.1092321785369481E-04  0.1092321785369481E-04  0.0000000000000000E+00
     324     26.7914506481137380     11.4950664874655928  0.7866942467743024E-05  0.7866942467743024E-05  0.0000000000000000E+00
     325     32.9059026327308288     17.6095184720826836  0.3767269622309459E-05  0.3767269622309459E-05  0.0000000000000000E+00
     326     33.3142270017915365     18.0178428411433877  0.6355586220755138E-06  0.6355586220755138E-06  0.0000000000000000E+00
     327     33.5677413484150406     18.2713571877668919  0.2630732860152454E-06  0.2630732860152454E-06  0.0000000000000000E+00
     328     33.7317802552212243     18.4353960945730790  0.1516703911913481E-06  0.1516703911913481E-06  0.0000000000000000E+00
     329     33.8599001839666087     18.5635160233184600  0.3324349713809941E-06  0.3324349713809941E-06  0.0000000000000000E+00
     330     33.9686364363075484     18.6722522756594032  0.2070463336739123E-07  0.2070463336739123E-07  0.0000000000000000E+00
     331     34.0667589631478123     18.7703748024996635  0.1037572923235146E-06  0.1037572923235146E-06  0.0000000000000000E+00
     332     34.1305841557841205     18.8341999951359718  0.5320040314406770E-06  0.5320040314406770E-06  0.0000000000000000E+00
     333     34.3520477184177508     19.0556635577696056  0.2536347518346263E-06  0.2536347518346263E-06  0.0000000000000000E+00
     334     34.4056333385601008     19.1092491779119555  0.8384788413212867E-06  0.8384788413212867E-06  0.0000000000000000E+00
     335     34.7574998065993057     19.4611156459511605  0.6958154755018474E-05  0.6958154755018474E-05  0.0000000000000000E+00
     336     34.8663951284225959     19.5700109677744507  0.2448633740658921E-05  0.2448633740658921E-05  0.0000000000000000E+00
     337     34.9469465585720158     19.6505623979238706  0.3756977673561300E-05  0.3756977673561300E-05  0.0000000000000000E+00
     338     35.0149256166750362     19.7185414560268875  0.5963997503044080E-05  0.5963997503044080E-05  0.0000000000000000E+00
     339     35.1183150599488272     19.8219308993006820  0.5940917010564262E-05  0.5940917010564262E-05  0.0000000000000000E+00
     340     35.3384379224839478     20.0420537618357990  0.8069026371733239E-06  0.8069026371733239E-06  0.0000000000000000E+00
     341     35.5268138705965981     20.2304297099484529  0.1359465883454463E-04  0.1359465883454463E-04  0.0000000000000000E+00
     342     35.6329547988809097     20.3365706382327609  0.9265776592595849E-05  0.9265776592595849E-05  0.0000000000000000E+00
     343     35.7030788164660891     20.4066946558179438  0.6320840283173063E-05  0.6320840283173063E-05  0.0000000000000000E+00
     344     35.8775711553445760     20.5811869946964272  0.7687111387780906E-06  0.7687111387780906E-06  0.0000000000000000E+00
     345     36.0583679981689187     20.7619838375207735  0.1598890980409594E-04  0.1598890980409594E-04  0.0000000000000000E+00
     346     36.3780745741624116     21.0816904135142664  0.1111559833088914E-05  0.1111559833088914E-05  0.0000000000000000E+00
     347     36.8210615224761710     21.5246773618280258  0.2876840063646684E-04  0.2876840063646684E-04  0.0000000000000000E+00
     348     36.9471831430293634     21.6507989823812181  0.6959346452393454E-05  0.6959346452393454E-05  0.0000000000000000E+00
     349     36.9859887076642337     21.6896045470160850  0.6747587367045983E-05  0.6747587367045983E-05  0.0000000000000000E+00
     350     37.1283549732145985     21.8319708125664498  0.3379195315728523E-04  0.3379195315728523E-04  0.0000000000000000E+00
     351     37.2346266470264098     21.9382424863782610  0.7440534773506512E-05  0.7440534773506512E-05  0.0000000000000000E+00
     352     37.5759461432678279     22.2795619826196827  0.8679070380546629E-05  0.8679070380546629E-05  0.0000000000000000E+00
     353     37.6943294561837448     22.3979452955355995  0.9072639876336120E-05  0.9072639876336120E-05  0.0000000000000000E+00
     354     37.7210534939387259     22.4246693332905771  0.3969213989206440E-04  0.3969213989206440E-04  0.0000000000000000E+00
     355     37.9162897213434036     22.6199055606952548  0.1722577022817529E-05  0.1722577022817529E-05  0.0000000000000000E+00
     356     38.0551024171587571     22.7587182565106154  0.1113864505290628E-04  0.1113864505290628E-04  0.0000000000000000E+00
     357     38.1427094993480296     22.8463253386998879  0.3285501658673381E-04  0.3285501658673381E-04  0.0000000000000000E+00
     358     38.2407329764289159     22.9443488157807707  0.5311280923877777E-05  0.5311280923877777E-05  0.0000000000000000E+00
     359     38.3748815945321766     23.0784974338840279  0.1393656777982788E-04  0.1393656777982788E-04  0.0000000000000000E+00
     360     38.3978229765004286     23.1014388158522799  0.1234663713354129E-04  0.1234663713354129E-04  0.0000000000000000E+00
     361     38.5746168844506485     23.2782327238025069  0.9519885508150387E-05  0.9519885508150387E-05  0.0000000000000000E+00
     362     38.6163759756157887     23.3199918149676435  0.1371621514920078E-05  0.1371621514920078E-05  0.0000000000000000E+00
     363     38.6696725505954078     23.3732883899472590  0.2966276043141855E-05  0.2966276043141855E-05  0.0000000000000000E+00
     364     38.6858663924185819     23.3894822317704332  0.2418202353367531E-05  0.2418202353367531E-05  0.0000000000000000E+00
     365     38.8036497079768168     23.5072655473286680  0.1176227521226451E-04  0.1176227521226451E-04  0.0000000000000000E+00
     366     38.8732667002483723     23.5768825396002271  0.6585275437118846E-05  0.6585275437118846E-05  0.0000000000000000E+00
     367     39.1559811156884834     23.8595969550403382  0.1625549734320244E-04  0.1625549734320244E-04  0.0000000000000000E+00
     368     39.1887061952416929     23.8923220345935476  0.1190230667415114E-04  0.1190230667415114E-04  0.0000000000000000E+00
     369     39.2296060734628114     23.9332219128146662  0.1456274699294205E-04  0.1456274699294205E-04  0.0000000000000000E+00
     370     39.4001009516292555     24.1037167909811068  0.4627267010686346E-05  0.4627267010686346E-05  0.0000000000000000E+00
     371     39.4728589263106002     24.1764747656624586  0.2637531405075390E-05  0.2637531405075390E-05  0.0000000000000000E+00
     372     39.5056617484533277     24.2092775878051825  0.1637308514449609E-05  0.1637308514449609E-05  0.0000000000000000E+00
     373     39.5561929498780600     24.2598087892299148  0.1023857935298588E-05  0.1023857935298588E-05  0.0000000000000000E+00
     374     39.5975389931322397     24.3011548324840909  0.7646277271510880E-05  0.7646277271510880E-05  0.0000000000000000E+00
     375     39.7828393230951107     24.4864551624469655  0.4678802389797842E-05  0.4678802389797842E-05  0.0000000000000000E+00
     376     40.0045190270988797     24.7081348664507345  0.1549603970399952E-04  0.1549603970399952E-04  0.0000000000000000E+00
     377     40.4804173919561237     25.1840332313079784  0.5932778711140251E-05  0.5932778711140251E-05  0.0000000000000000E+00
     378     40.5704850343952970     25.2741008737471553  0.5949355834027666E-05  0.5949355834027666E-05  0.0000000000000000E+00
     379     40.6982293126117725     25.4018451519636272  0.6992838897170088E-05  0.6992838897170088E-05  0.0000000000000000E+00
     380     40.7452760310467994     25.4488918703986506  0.9912873668795427E-05  0.9912873668795427E-05  0.0000000000000000E+00
     381     40.8613845106115292     25.5650003499633804  0.9253569405311009E-05  0.9253569405311009E-05  0.0000000000000000E+00
     382     41.0157131624782210     25.7193290018300758  0.3756020009271016E-05  0.3756020009271016E-05  0.0000000000000000E+00
     383     41.1587273234013864     25.8623431627532376  0.6010806253104575E-05  0.6010806253104575E-05  0.0000000000000000E+00
     384     41.3397214652620875     26.0433373046139423  0.2262927920709482E-04  0.2262927920709482E-04  0.0000000000000000E+00
     385     41.3768489186078696     26.0804647579597244  0.6710056905462205E-05  0.6710056905462205E-05  0.0000000000000000E+00
     386     41.4038021165666876     26.1074179559185424  0.2733717384458200E-04  0.2733717384458200E-04  0.0000000000000000E+00
     387     41.4958392265219587     26.1994550658738099  0.1556395041371326E-04  0.1556395041371326E-04  0.0000000000000000E+00
     388     41.5403434826990861     26.2439593220509408  0.4431178674901487E-04  0.4431178674901487E-04  0.0000000000000000E+00
     389     41.5801822069834586     26.2837980463353098  0.2904460588426161E-05  0.2904460588426161E-05  0.0000000000000000E+00
     390     41.6515714063938134     26.3551872457456682  0.6138248903992296E-05  0.6138248903992296E-05  0.0000000000000000E+00
     391     41.7062605963785629     26.4098764357304141  0.1036958960500732E-04  0.1036958960500732E-04  0.0000000000000000E+00
     392     41.7421795353164029     26.4457953746682577  0.1128406134796146E-04  0.1128406134796146E-04  0.0000000000000000E+00
     393     41.7542820921761049     26.4578979315279597  0.8094646414034310E-05  0.8094646414034310E-05  0.0000000000000000E+00
     394     41.7964749610938853     26.5000908004457401  0.8802128718255311E-05  0.8802128718255311E-05  0.0000000000000000E+00
     395     41.8250530494112880     26.5286688887631392  0.1067841727413031E-05  0.1067841727413031E-05  0.0000000000000000E+00
     396     41.9099039675024301     26.6135198068542884  0.3025502030912066E-05  0.3025502030912066E-05  0.0000000000000000E+00
     397     41.9225960659172614     26.6262119052691126  0.1086554352169580E-05  0.1086554352169580E-05  0.0000000000000000E+00
     398     41.9710199855535251     26.6746358249053799  0.2622198440153213E-05  0.2622198440153213E-05  0.0000000000000000E+00
     399     42.0630922264219080     26.7667080657737628  0.2369484598188039E-05  0.2369484598188039E-05  0.0000000000000000E+00
     400     42.1170265730518452     26.8206424124036964  0.1477522898568915E-04  0.1477522898568915E-04  0.0000000000000000E+00
     401     42.1366967798756491     26.8403126192275039  0.2154486612139566E-05  0.2154486612139566E-05  0.0000000000000000E+00
     402     42.1834805625892955     26.8870964019411467  0.2825529917922982E-05  0.2825529917922982E-05  0.0000000000000000E+00
     403     42.1955309375317000     26.8991467768835513  0.4103040971505430E-05  0.4103040971505430E-05  0.0000000000000000E+00
     404     42.2217669025561193     26.9253827419079741  0.2759082941474149E-05  0.2759082941474149E-05  0.0000000000000000E+00
     405     42.2291096449461563     26.9327254842980111  0.1355754079340608E-05  0.1355754079340608E-05  0.0000000000000000E+00
     406     42.2867566092845948     26.9903724486364496  0.5402654868927163E-05  0.5402654868927163E-05  0.0000000000000000E+00
     407     42.3063810067524031     27.0099968461042579  0.2459538671325741E-05  0.2459538671325741E-05  0.0000000000000000E+00
     408     42.3332264735050430     27.0368423128568942  0.4478666481610512E-05  0.4478666481610512E-05  0.0000000000000000E+00
     409     42.3685623867140677     27.0721782260659189  0.7683411557031983E-05  0.7683411557031983E-05  0.0000000000000000E+00
     410     42.4113419571474992     27.1149577964993540  0.5311442986963311E-05  0.5311442986963311E-05  0.0000000000000000E+00
     411     42.4137481204072628     27.1173639597591141  0.4797651631650874E-05  0.4797651631650874E-05  0.0000000000000000E+00
     412     42.4670473425102841     27.1706631818621354  0.2985027489984788E-05  0.2985027489984788E-05  0.0000000000000000E+00
     413     42.4980678937100933     27.2016837330619445  0.9478783933700394E-05  0.9478783933700394E-05  0.0000000000000000E+00
     414     42.6095468623116318     27.3131627016634901  0.8022392514317523E-06  0.8022392514317523E-06  0.0000000000000000E+00
     415     42.6656708410735419     27.3692866804253931  0.9251056719753372E-05  0.9251056719753372E-05  0.0000000000000000E+00
     416     42.7479905693368067     27.4516064086886615  0.7576098824420148E-05  0.7576098824420148E-05  0.0000000000000000E+00
     417     42.7853949103136912     27.4890107496655460  0.6535221431994206E-05  0.6535221431994206E-05  0.0000000000000000E+00
     418     42.8427901908549913     27.5464060302068461  0.9262587690394883E-05  0.9262587690394883E-05  0.0000000000000000E+00
     419     42.9013820867788525     27.6049979261307037  0.5383119817999151E-05  0.5383119817999151E-05  0.0000000000000000E+00
     420     42.9334504706842566     27.6370663100361078  0.1238311408765170E-05  0.1238311408765170E-05  0.0000000000000000E+00
     421     43.0032236698488219     27.7068395092006732  0.9853662620644208E-06  0.9853662620644208E-06  0.0000000000000000E+00
     422     43.0852795348406943     27.7888953741925455  0.6944752702744541E-05  0.6944752702744541E-05  0.0000000000000000E+00
     423     43.1694222976603470     27.8730381370121982  0.4495269958615433E-05  0.4495269958615433E-05  0.0000000000000000E+00
     424     43.2722043636500686     27.9758202030019234  0.3937630420838733E-05  0.3937630420838733E-05  0.0000000000000000E+00
     425     43.4657579160034828     28.1693737553553376  0.6010353255221455E-05  0.6010353255221455E-05  0.0000000000000000E+00
     426     43.6669491485090973     28.3705649878609485  0.1074439069368264E-04  0.1074439069368264E-04  0.0000000000000000E+00
     427     43.7316070541543951     28.4352228935062463  0.7944048107598939E-05  0.7944048107598939E-05  0.0000000000000000E+00
     428     43.8240779443944390     28.5276937837462938  0.3106421687365982E-05  0.3106421687365982E-05  0.0000000000000000E+00
     429     43.9223219567385712     28.6259377960904224  0.5762169840681038E-05  0.5762169840681038E-05  0.0000000000000000E+00
     430     44.2929596423770704     28.9965754817289252  0.3595147219099968E-05  0.3595147219099968E-05  0.0000000000000000E+00
     431     44.9435657185729909     29.6471815579248492  0.1283801037129344E-04  0.1283801037129344E-04  0.0000000000000000E+00
     432     45.5360764104373885     30.2396922497892398  0.1087208919838290E-04  0.1087208919838290E-04  0.0000000000000000E+00
     433     52.5594875956986982     37.2631034350505459  0.2683802726014807E-04  0.2683802726014807E-04  0.0000000000000000E+00
     434     53.1812832887481477     37.8848991280999954  0.1348023191222902E-02  0.1348023191222902E-02  0.0000000000000000E+00
     435     53.3785063380564893     38.0821221774083440  0.1725868777735120E-02  0.1725868777735120E-02  0.0000000000000000E+00
     436     53.4321631775721144     38.1357790169239692  0.1940178433719986E-02  0.1940178433719986E-02  0.0000000000000000E+00
     437     54.1963389720337219     38.8999548113855766  0.4031892481541130E-03  0.4031892481541130E-03  0.0000000000000000E+00
     438     54.4866890903387073     39.1903049296905621  0.1962273140630293E-03  0.1962273140630293E-03  0.0000000000000000E+00
     439     54.7250048617316267     39.4286207010834744  0.5319369256110492E-04  0.5319369256110492E-04  0.0000000000000000E+00
     440     54.8758396421342383     39.5794554814860930  0.2283618321591780E-04  0.2283618321591780E-04  0.0000000000000000E+00
     441     54.9361151301375301     39.6397309694893778  0.7059686383151736E-04  0.7059686383151736E-04  0.0000000000000000E+00
     442     55.1825224001063930     39.8861382394582478  0.5431316813309612E-04  0.5431316813309612E-04  0.0000000000000000E+00
     443     55.3947771282944004     40.0983929676462552  0.1263612472794197E-03  0.1263612472794197E-03  0.0000000000000000E+00
     444     55.5437450177424594     40.2473608570943142  0.1384945918827372E-03  0.1384945918827372E-03  0.0000000000000000E+00
     445     55.5918358808581843     40.2954517202100391  0.1972974957642074E-03  0.1972974957642074E-03  0.0000000000000000E+00
     446     55.7465658922692739     40.4501817316211287  0.9051908462971807E-04  0.9051908462971807E-04  0.0000000000000000E+00
     447     55.9918213641012628     40.6954372034531175  0.2113685174542574E-04  0.2113685174542574E-04  0.0000000000000000E+00
     448     56.1183932997697497     40.8220091391216044  0.1701910574313464E-04  0.1701910574313464E-04  0.0000000000000000E+00
     449     56.2675077275043307     40.9711235668561855  0.1493742760986528E-03  0.1493742760986528E-03  0.0000000000000000E+00
     450     56.3398509736384554     41.0434668129903102  0.2323802851259490E-03  0.2323802851259490E-03  0.0000000000000000E+00
     451     56.6029781226021740     41.3065939619540288  0.6152801735653682E-04  0.6152801735653682E-04  0.0000000000000000E+00
     452     56.6866206698578594     41.3902365092097142  0.1620030706880864E-04  0.1620030706880864E-04  0.0000000000000000E+00
     453     56.9007386958227883     41.6043545351746431  0.1847989563375956E-03  0.1847989563375956E-03  0.0000000000000000E+00
     454     57.1972797102697683     41.9008955496216231  0.1322442631582796E-03  0.1322442631582796E-03  0.0000000000000000E+00
     455     57.6021882648840133     42.3058041042358681  0.2694334188112168E-03  0.2694334188112168E-03  0.0000000000000000E+00
     456     57.6861609329214318     42.3897767722732866  0.3937504428550471E-03  0.3937504428550471E-03  0.0000000000000000E+00
     457     57.7793115802208348     42.4829274195726896  0.2171318201243328E-03  0.2171318201243328E-03  0.0000000000000000E+00
     458     58.0266016882162106     42.7302175275680653  0.1112986236885819E-03  0.1112986236885819E-03  0.0000000000000000E+00
     459     58.1231662669207338     42.8267821062725886  0.7489467169299405E-04  0.7489467169299405E-04  0.0000000000000000E+00
     460     58.3821885936855196     43.0858044330373673  0.4514500001877521E-04  0.4514500001877521E-04  0.0000000000000000E+00
     461     58.5570884195333576     43.2607042588852124  0.1388442752812334E-03  0.1388442752812334E-03  0.0000000000000000E+00
     462     58.5811973618892807     43.2848132012411355  0.1202662247732353E-03  0.1202662247732353E-03  0.0000000000000000E+00
     463     58.6276579542237073     43.3312737935755621  0.1934694995451995E-03  0.1934694995451995E-03  0.0000000000000000E+00
