# Loss function L(Q,w) and dynamical structure factor S(Q,w)
#
# L(Q,w)= -Im(1/eps_m(Q,w) [1]
# S(Q,w)= L(Q,w)*|Q|^2*/(4 pi^2 n_val) [Energy^-1]
#
# Momentum transfer Q=G+q in lattice coordinates
# G:   0   0   0
# q:   0.0000000   0.0000000   0.0000000
# Momentum transfer Q=G+q in Cartesian coordinates
# G:   0.0000000   0.0000000   0.0000000
# q:   0.0000000   0.0000000   0.0000000
# Norm2(G+q)   0.0000000
#
#   Frequency/(eV/hbar)                  L(Q,w)             S(Q,w)*1000
+0.8952545289940002E+01 +0.5673280887236574E-01 +0.0000000000000000E+00
+0.8979756673800001E+01 +0.5892219144227522E-01 +0.0000000000000000E+00
+0.9006968057660002E+01 +0.6084436289354658E-01 +0.0000000000000000E+00
+0.9034179441520001E+01 +0.6188784212331614E-01 +0.0000000000000000E+00
+0.9061390825380000E+01 +0.6180012392834368E-01 +0.0000000000000000E+00
+0.9088602209240001E+01 +0.6077929912058169E-01 +0.0000000000000000E+00
+0.9115813593100000E+01 +0.5917510394337505E-01 +0.0000000000000000E+00
+0.9143024976960001E+01 +0.5722027203747356E-01 +0.0000000000000000E+00
+0.9170236360820001E+01 +0.5508689407341451E-01 +0.0000000000000000E+00
+0.9197447744680002E+01 +0.5297749171355923E-01 +0.0000000000000000E+00
+0.9224659128540001E+01 +0.5102225770057989E-01 +0.0000000000000000E+00
+0.9251870512400002E+01 +0.4915747368424164E-01 +0.0000000000000000E+00
+0.9279081896260001E+01 +0.4718525551456708E-01 +0.0000000000000000E+00
+0.9306293280120002E+01 +0.4496343608781113E-01 +0.0000000000000000E+00
+0.9333504663980001E+01 +0.4249642354713853E-01 +0.0000000000000000E+00
+0.9360716047840000E+01 +0.3989272110703732E-01 +0.0000000000000000E+00
+0.9387927431700001E+01 +0.3732259271700378E-01 +0.0000000000000000E+00
+0.9415138815560001E+01 +0.3497456839395428E-01 +0.0000000000000000E+00
+0.9442350199420002E+01 +0.3299146203551428E-01 +0.0000000000000000E+00
+0.9469561583280001E+01 +0.3144501059040249E-01 +0.0000000000000000E+00
+0.9496772967140002E+01 +0.3036796439399874E-01 +0.0000000000000000E+00
+0.9523984351000001E+01 +0.2978146578371506E-01 +0.0000000000000000E+00
+0.9551195734860002E+01 +0.2969075679014230E-01 +0.0000000000000000E+00
+0.9578407118720000E+01 +0.3008369778787190E-01 +0.0000000000000000E+00
+0.9605618502580000E+01 +0.3094260667130107E-01 +0.0000000000000000E+00
+0.9632829886440000E+01 +0.3223934260828162E-01 +0.0000000000000000E+00
+0.9660041270300001E+01 +0.3386912411756941E-01 +0.0000000000000000E+00
+0.9687252654160000E+01 +0.3553810466031826E-01 +0.0000000000000000E+00
+0.9714464038020001E+01 +0.3675160254978872E-01 +0.0000000000000000E+00
+0.9741675421880000E+01 +0.3706277102967960E-01 +0.0000000000000000E+00
+0.9768886805739999E+01 +0.3643101190719307E-01 +0.0000000000000000E+00
+0.9796098189600000E+01 +0.3525423509791521E-01 +0.0000000000000000E+00
+0.9823309573460000E+01 +0.3402720557237158E-01 +0.0000000000000000E+00
+0.9850520957320001E+01 +0.3305085694043820E-01 +0.0000000000000000E+00
+0.9877732341180000E+01 +0.3241503806789052E-01 +0.0000000000000000E+00
+0.9904943725040001E+01 +0.3211326187609210E-01 +0.0000000000000000E+00
+0.9932155108900000E+01 +0.3209268844904441E-01 +0.0000000000000000E+00
+0.9959366492760001E+01 +0.3222170848450109E-01 +0.0000000000000000E+00
+0.9986577876620000E+01 +0.3231710241561914E-01 +0.0000000000000000E+00
+0.1001378926048000E+02 +0.3226743819977217E-01 +0.0000000000000000E+00
+0.1004100064434000E+02 +0.3208601911212577E-01 +0.0000000000000000E+00
+0.1006821202820000E+02 +0.3183555517625022E-01 +0.0000000000000000E+00
+0.1009542341206000E+02 +0.3157452640573932E-01 +0.0000000000000000E+00
+0.1012263479592000E+02 +0.3135288998884915E-01 +0.0000000000000000E+00
+0.1014984617978000E+02 +0.3118606137441074E-01 +0.0000000000000000E+00
+0.1017705756364000E+02 +0.3104661730745109E-01 +0.0000000000000000E+00
+0.1020426894750000E+02 +0.3089313215813853E-01 +0.0000000000000000E+00
+0.1023148033136000E+02 +0.3068903169698931E-01 +0.0000000000000000E+00
+0.1025869171522000E+02 +0.3042684459233540E-01 +0.0000000000000000E+00
+0.1028590309908000E+02 +0.3015460649795573E-01 +0.0000000000000000E+00
+0.1031311448294000E+02 +0.2993970486852907E-01 +0.0000000000000000E+00
+0.1034032586680000E+02 +0.2981067963375996E-01 +0.0000000000000000E+00
+0.1036753725066000E+02 +0.2975839951478611E-01 +0.0000000000000000E+00
+0.1039474863452000E+02 +0.2977002268571670E-01 +0.0000000000000000E+00
+0.1042196001838000E+02 +0.2985283668765102E-01 +0.0000000000000000E+00
+0.1044917140224000E+02 +0.3005055732024136E-01 +0.0000000000000000E+00
+0.1047638278610000E+02 +0.3044409128710863E-01 +0.0000000000000000E+00
+0.1050359416996000E+02 +0.3111269506952212E-01 +0.0000000000000000E+00
+0.1053080555382000E+02 +0.3205204875791910E-01 +0.0000000000000000E+00
+0.1055801693768000E+02 +0.3307822877700689E-01 +0.0000000000000000E+00
+0.1058522832154000E+02 +0.3379870629466318E-01 +0.0000000000000000E+00
+0.1061243970540000E+02 +0.3377220733695160E-01 +0.0000000000000000E+00
+0.1063965108926000E+02 +0.3282469089841454E-01 +0.0000000000000000E+00
+0.1066686247312000E+02 +0.3120071126378383E-01 +0.0000000000000000E+00
+0.1069407385698000E+02 +0.2935611336483837E-01 +0.0000000000000000E+00
+0.1072128524084000E+02 +0.2766281234162956E-01 +0.0000000000000000E+00
+0.1074849662470000E+02 +0.2630305531049989E-01 +0.0000000000000000E+00
+0.1077570800856000E+02 +0.2531277548522112E-01 +0.0000000000000000E+00
+0.1080291939242000E+02 +0.2464332861165983E-01 +0.0000000000000000E+00
+0.1083013077628000E+02 +0.2419845543398162E-01 +0.0000000000000000E+00
+0.1085734216014000E+02 +0.2386243401879497E-01 +0.0000000000000000E+00
+0.1088455354400000E+02 +0.2353504395648758E-01 +0.0000000000000000E+00
+0.1091176492786000E+02 +0.2316740019476886E-01 +0.0000000000000000E+00
+0.1093897631172000E+02 +0.2277701180312630E-01 +0.0000000000000000E+00
+0.1096618769558000E+02 +0.2242731930878939E-01 +0.0000000000000000E+00
+0.1099339907944000E+02 +0.2218540483665674E-01 +0.0000000000000000E+00
+0.1102061046330000E+02 +0.2208589798188544E-01 +0.0000000000000000E+00
+0.1104782184716000E+02 +0.2211613240261590E-01 +0.0000000000000000E+00
+0.1107503323102000E+02 +0.2223023923566051E-01 +0.0000000000000000E+00
+0.1110224461488000E+02 +0.2238840077053421E-01 +0.0000000000000000E+00
+0.1112945599874000E+02 +0.2258966613886598E-01 +0.0000000000000000E+00
+0.1115666738260000E+02 +0.2286391766138412E-01 +0.0000000000000000E+00
+0.1118387876646000E+02 +0.2322734175721831E-01 +0.0000000000000000E+00
+0.1121109015032000E+02 +0.2364698186035966E-01 +0.0000000000000000E+00
+0.1123830153418000E+02 +0.2405047612456803E-01 +0.0000000000000000E+00
+0.1126551291804000E+02 +0.2437115317302143E-01 +0.0000000000000000E+00
+0.1129272430190000E+02 +0.2459396795164634E-01 +0.0000000000000000E+00
+0.1131993568576000E+02 +0.2476489387971574E-01 +0.0000000000000000E+00
+0.1134714706962000E+02 +0.2495625282368371E-01 +0.0000000000000000E+00
+0.1137435845348000E+02 +0.2522086783351949E-01 +0.0000000000000000E+00
+0.1140156983734000E+02 +0.2555629494024171E-01 +0.0000000000000000E+00
+0.1142878122120000E+02 +0.2590784273104084E-01 +0.0000000000000000E+00
+0.1145599260506000E+02 +0.2623385802140607E-01 +0.0000000000000000E+00
+0.1148320398892000E+02 +0.2656907983685103E-01 +0.0000000000000000E+00
+0.1151041537278000E+02 +0.2701153118902188E-01 +0.0000000000000000E+00
+0.1153762675664000E+02 +0.2766055274453357E-01 +0.0000000000000000E+00
+0.1156483814050000E+02 +0.2856015841357708E-01 +0.0000000000000000E+00
+0.1159204952436000E+02 +0.2965993630067855E-01 +0.0000000000000000E+00
+0.1161926090822000E+02 +0.3080912504255578E-01 +0.0000000000000000E+00
+0.1164647229208000E+02 +0.3180277840746362E-01 +0.0000000000000000E+00
+0.1167368367594000E+02 +0.3246185409552166E-01 +0.0000000000000000E+00
+0.1170089505980000E+02 +0.3271704188918310E-01 +0.0000000000000000E+00
+0.1172810644366000E+02 +0.3264036165100029E-01 +0.0000000000000000E+00
+0.1175531782752000E+02 +0.3239162718129855E-01 +0.0000000000000000E+00
+0.1178252921138000E+02 +0.3215947920951646E-01 +0.0000000000000000E+00
+0.1180974059524000E+02 +0.3212352322043791E-01 +0.0000000000000000E+00
+0.1183695197910000E+02 +0.3239283061709829E-01 +0.0000000000000000E+00
+0.1186416336296000E+02 +0.3295442420575288E-01 +0.0000000000000000E+00
+0.1189137474682000E+02 +0.3369098281997906E-01 +0.0000000000000000E+00
+0.1191858613068000E+02 +0.3447669804082295E-01 +0.0000000000000000E+00
+0.1194579751454000E+02 +0.3528359873834177E-01 +0.0000000000000000E+00
+0.1197300889840000E+02 +0.3618530245483365E-01 +0.0000000000000000E+00
+0.1200022028226000E+02 +0.3725344769434607E-01 +0.0000000000000000E+00
+0.1202743166612000E+02 +0.3847933350285532E-01 +0.0000000000000000E+00
+0.1205464304998000E+02 +0.3980313274796129E-01 +0.0000000000000000E+00
+0.1208185443384000E+02 +0.4120554611118746E-01 +0.0000000000000000E+00
+0.1210906581770000E+02 +0.4276360888438673E-01 +0.0000000000000000E+00
+0.1213627720156000E+02 +0.4459371800984505E-01 +0.0000000000000000E+00
+0.1216348858542000E+02 +0.4672422080147942E-01 +0.0000000000000000E+00
+0.1219069996928000E+02 +0.4904882216920743E-01 +0.0000000000000000E+00
+0.1221791135314000E+02 +0.5143735400746804E-01 +0.0000000000000000E+00
+0.1224512273700000E+02 +0.5387473698421180E-01 +0.0000000000000000E+00
+0.1227233412086000E+02 +0.5647088067407552E-01 +0.0000000000000000E+00
+0.1229954550472000E+02 +0.5940478212604559E-01 +0.0000000000000000E+00
+0.1232675688858000E+02 +0.6290018622524524E-01 +0.0000000000000000E+00
+0.1235396827244000E+02 +0.6718821260911806E-01 +0.0000000000000000E+00
+0.1238117965630000E+02 +0.7240327758995684E-01 +0.0000000000000000E+00
+0.1240839104016000E+02 +0.7845846198239528E-01 +0.0000000000000000E+00
+0.1243560242402000E+02 +0.8501286151152317E-01 +0.0000000000000000E+00
+0.1246281380788000E+02 +0.9160503882145418E-01 +0.0000000000000000E+00
+0.1249002519174000E+02 +0.9781497771969969E-01 +0.0000000000000000E+00
+0.1251723657560000E+02 +0.1032412662358471E+00 +0.0000000000000000E+00
+0.1254444795946000E+02 +0.1075468549693684E+00 +0.0000000000000000E+00
+0.1257165934332000E+02 +0.1108115620777536E+00 +0.0000000000000000E+00
+0.1259887072718000E+02 +0.1136822382135763E+00 +0.0000000000000000E+00
+0.1262608211104000E+02 +0.1169876247011337E+00 +0.0000000000000000E+00
+0.1265329349490000E+02 +0.1212995461688666E+00 +0.0000000000000000E+00
+0.1268050487876000E+02 +0.1268425351402930E+00 +0.0000000000000000E+00
+0.1270771626262000E+02 +0.1337106320544159E+00 +0.0000000000000000E+00
+0.1273492764648000E+02 +0.1421209458939254E+00 +0.0000000000000000E+00
+0.1276213903034000E+02 +0.1521710811530294E+00 +0.0000000000000000E+00
+0.1278935041420000E+02 +0.1630350260196571E+00 +0.0000000000000000E+00
+0.1281656179806000E+02 +0.1725320905467985E+00 +0.0000000000000000E+00
+0.1284377318192000E+02 +0.1781062036323244E+00 +0.0000000000000000E+00
+0.1287098456578000E+02 +0.1786970519440749E+00 +0.0000000000000000E+00
+0.1289819594964000E+02 +0.1752703235368706E+00 +0.0000000000000000E+00
+0.1292540733350000E+02 +0.1694728729181680E+00 +0.0000000000000000E+00
+0.1295261871736000E+02 +0.1625273929152384E+00 +0.0000000000000000E+00
+0.1297983010122000E+02 +0.1553473270920080E+00 +0.0000000000000000E+00
+0.1300704148508000E+02 +0.1488476072648224E+00 +0.0000000000000000E+00
+0.1303425286894000E+02 +0.1438220254506216E+00 +0.0000000000000000E+00
+0.1306146425280000E+02 +0.1407800254556670E+00 +0.0000000000000000E+00
+0.1308867563666000E+02 +0.1399690289772342E+00 +0.0000000000000000E+00
+0.1311588702052000E+02 +0.1412879044177164E+00 +0.0000000000000000E+00
+0.1314309840438000E+02 +0.1440369838956723E+00 +0.0000000000000000E+00
+0.1317030978824000E+02 +0.1468846366596669E+00 +0.0000000000000000E+00
+0.1319752117210000E+02 +0.1484141658039328E+00 +0.0000000000000000E+00
+0.1322473255596000E+02 +0.1480974604123719E+00 +0.0000000000000000E+00
+0.1325194393982000E+02 +0.1466942172177177E+00 +0.0000000000000000E+00
+0.1327915532368000E+02 +0.1454893046907014E+00 +0.0000000000000000E+00
+0.1330636670754000E+02 +0.1452374828910036E+00 +0.0000000000000000E+00
+0.1333357809140000E+02 +0.1457904292975516E+00 +0.0000000000000000E+00
+0.1336078947526000E+02 +0.1465015260540146E+00 +0.0000000000000000E+00
+0.1338800085912000E+02 +0.1469318741923909E+00 +0.0000000000000000E+00
+0.1341521224298000E+02 +0.1472598821783012E+00 +0.0000000000000000E+00
+0.1344242362684000E+02 +0.1480753380486452E+00 +0.0000000000000000E+00
+0.1346963501070000E+02 +0.1497428278820008E+00 +0.0000000000000000E+00
+0.1349684639456000E+02 +0.1520529620745592E+00 +0.0000000000000000E+00
+0.1352405777842000E+02 +0.1545918708932462E+00 +0.0000000000000000E+00
+0.1355126916228000E+02 +0.1572918771851388E+00 +0.0000000000000000E+00
+0.1357848054614000E+02 +0.1605244234304548E+00 +0.0000000000000000E+00
+0.1360569193000000E+02 +0.1648341611209855E+00 +0.0000000000000000E+00
+0.1363290331386000E+02 +0.1706070339844232E+00 +0.0000000000000000E+00
+0.1366011469772000E+02 +0.1777804692684062E+00 +0.0000000000000000E+00
+0.1368732608158000E+02 +0.1856919429727152E+00 +0.0000000000000000E+00
+0.1371453746544000E+02 +0.1932593508069793E+00 +0.0000000000000000E+00
+0.1374174884930000E+02 +0.1996630212060085E+00 +0.0000000000000000E+00
+0.1376896023316000E+02 +0.2050506557977521E+00 +0.0000000000000000E+00
+0.1379617161702000E+02 +0.2101472971032554E+00 +0.0000000000000000E+00
+0.1382338300088000E+02 +0.2149840590174890E+00 +0.0000000000000000E+00
+0.1385059438474000E+02 +0.2186442616614045E+00 +0.0000000000000000E+00
+0.1387780576860000E+02 +0.2206172397696597E+00 +0.0000000000000000E+00
+0.1390501715246000E+02 +0.2217149555876620E+00 +0.0000000000000000E+00
+0.1393222853632000E+02 +0.2230746987750976E+00 +0.0000000000000000E+00
+0.1395943992018000E+02 +0.2247653110850903E+00 +0.0000000000000000E+00
+0.1398665130404000E+02 +0.2257099338947199E+00 +0.0000000000000000E+00
+0.1401386268790000E+02 +0.2247567237302371E+00 +0.0000000000000000E+00
+0.1404107407176000E+02 +0.2217900747447219E+00 +0.0000000000000000E+00
+0.1406828545562000E+02 +0.2178724290402334E+00 +0.0000000000000000E+00
+0.1409549683948000E+02 +0.2145702701141242E+00 +0.0000000000000000E+00
+0.1412270822334000E+02 +0.2133278871831463E+00 +0.0000000000000000E+00
+0.1414991960720000E+02 +0.2149660438411624E+00 +0.0000000000000000E+00
+0.1417713099106000E+02 +0.2190684934160369E+00 +0.0000000000000000E+00
+0.1420434237492000E+02 +0.2237051294012798E+00 +0.0000000000000000E+00
+0.1423155375878000E+02 +0.2262505732809437E+00 +0.0000000000000000E+00
+0.1425876514264000E+02 +0.2251135111186168E+00 +0.0000000000000000E+00
+0.1428597652650000E+02 +0.2208486061435701E+00 +0.0000000000000000E+00
+0.1431318791036000E+02 +0.2156417533112582E+00 +0.0000000000000000E+00
+0.1434039929422000E+02 +0.2119903661154325E+00 +0.0000000000000000E+00
+0.1436761067808000E+02 +0.2118251198596852E+00 +0.0000000000000000E+00
+0.1439482206194000E+02 +0.2163096501801646E+00 +0.0000000000000000E+00
+0.1442203344580000E+02 +0.2257834782072522E+00 +0.0000000000000000E+00
+0.1444924482966000E+02 +0.2395030977664533E+00 +0.0000000000000000E+00
+0.1447645621352000E+02 +0.2554247860525855E+00 +0.0000000000000000E+00
+0.1450366759738000E+02 +0.2705531626998494E+00 +0.0000000000000000E+00
+0.1453087898124000E+02 +0.2820753987831296E+00 +0.0000000000000000E+00
+0.1455809036510000E+02 +0.2886978273312137E+00 +0.0000000000000000E+00
+0.1458530174896000E+02 +0.2912072791559781E+00 +0.0000000000000000E+00
+0.1461251313282000E+02 +0.2918628324584915E+00 +0.0000000000000000E+00
+0.1463972451668000E+02 +0.2930489295443660E+00 +0.0000000000000000E+00
+0.1466693590054000E+02 +0.2961791779606056E+00 +0.0000000000000000E+00
+0.1469414728440000E+02 +0.3012411867815886E+00 +0.0000000000000000E+00
+0.1472135866826000E+02 +0.3068837427967628E+00 +0.0000000000000000E+00
+0.1474857005212000E+02 +0.3112881146057725E+00 +0.0000000000000000E+00
+0.1477578143598000E+02 +0.3131749159398641E+00 +0.0000000000000000E+00
+0.1480299281984000E+02 +0.3118632658500529E+00 +0.0000000000000000E+00
+0.1483020420370000E+02 +0.3068457192787711E+00 +0.0000000000000000E+00
+0.1485741558756000E+02 +0.2980551071979778E+00 +0.0000000000000000E+00
+0.1488462697142000E+02 +0.2865782601818928E+00 +0.0000000000000000E+00
+0.1491183835528000E+02 +0.2743752940423990E+00 +0.0000000000000000E+00
+0.1493904973914000E+02 +0.2631302490274662E+00 +0.0000000000000000E+00
+0.1496626112300000E+02 +0.2537500536444416E+00 +0.0000000000000000E+00
+0.1499347250686000E+02 +0.2466845074961896E+00 +0.0000000000000000E+00
+0.1502068389072000E+02 +0.2422023879827973E+00 +0.0000000000000000E+00
+0.1504789527458000E+02 +0.2403103814663569E+00 +0.0000000000000000E+00
+0.1507510665844000E+02 +0.2405944482260251E+00 +0.0000000000000000E+00
+0.1510231804230000E+02 +0.2421910657565369E+00 +0.0000000000000000E+00
+0.1512952942616000E+02 +0.2438871086803754E+00 +0.0000000000000000E+00
+0.1515674081002000E+02 +0.2445247575922958E+00 +0.0000000000000000E+00
+0.1518395219388000E+02 +0.2436985119221607E+00 +0.0000000000000000E+00
+0.1521116357774000E+02 +0.2420961176888115E+00 +0.0000000000000000E+00
+0.1523837496160000E+02 +0.2410880488644980E+00 +0.0000000000000000E+00
+0.1526558634546000E+02 +0.2420481042594748E+00 +0.0000000000000000E+00
+0.1529279772932000E+02 +0.2458645770822363E+00 +0.0000000000000000E+00
+0.1532000911318000E+02 +0.2526481302015702E+00 +0.0000000000000000E+00
+0.1534722049704000E+02 +0.2616545568159485E+00 +0.0000000000000000E+00
+0.1537443188090000E+02 +0.2715807470003833E+00 +0.0000000000000000E+00
+0.1540164326476000E+02 +0.2812093377698552E+00 +0.0000000000000000E+00
+0.1542885464862000E+02 +0.2899475736558633E+00 +0.0000000000000000E+00
+0.1545606603248000E+02 +0.2978426057581396E+00 +0.0000000000000000E+00
+0.1548327741634000E+02 +0.3051875222046210E+00 +0.0000000000000000E+00
+0.1551048880020000E+02 +0.3121572980912105E+00 +0.0000000000000000E+00
+0.1553770018406000E+02 +0.3187787820050477E+00 +0.0000000000000000E+00
+0.1556491156792000E+02 +0.3250607890708402E+00 +0.0000000000000000E+00
+0.1559212295178000E+02 +0.3309717374374431E+00 +0.0000000000000000E+00
+0.1561933433564000E+02 +0.3363858424955335E+00 +0.0000000000000000E+00
+0.1564654571950000E+02 +0.3414112029084502E+00 +0.0000000000000000E+00
+0.1567375710336000E+02 +0.3467531374094487E+00 +0.0000000000000000E+00
+0.1570096848722000E+02 +0.3532815270985500E+00 +0.0000000000000000E+00
+0.1572817987108000E+02 +0.3610385649678856E+00 +0.0000000000000000E+00
+0.1575539125494000E+02 +0.3688920584956262E+00 +0.0000000000000000E+00
+0.1578260263880000E+02 +0.3755648880872990E+00 +0.0000000000000000E+00
+0.1580981402266000E+02 +0.3808103840951098E+00 +0.0000000000000000E+00
+0.1583702540652000E+02 +0.3849292123355120E+00 +0.0000000000000000E+00
+0.1586423679038000E+02 +0.3876576303864879E+00 +0.0000000000000000E+00
+0.1589144817424000E+02 +0.3883757311346170E+00 +0.0000000000000000E+00
+0.1591865955810000E+02 +0.3870729868934670E+00 +0.0000000000000000E+00
+0.1594587094196000E+02 +0.3845822801957799E+00 +0.0000000000000000E+00
+0.1597308232582000E+02 +0.3820277220803725E+00 +0.0000000000000000E+00
+0.1600029370968000E+02 +0.3802323860986163E+00 +0.0000000000000000E+00
+0.1602750509354000E+02 +0.3793157206553776E+00 +0.0000000000000000E+00
+0.1605471647740000E+02 +0.3783727753751752E+00 +0.0000000000000000E+00
+0.1608192786126000E+02 +0.3758484379225249E+00 +0.0000000000000000E+00
+0.1610913924512000E+02 +0.3708261668390755E+00 +0.0000000000000000E+00
+0.1613635062898000E+02 +0.3638024653214216E+00 +0.0000000000000000E+00
+0.1616356201284000E+02 +0.3560758432104958E+00 +0.0000000000000000E+00
+0.1619077339670000E+02 +0.3488053227698277E+00 +0.0000000000000000E+00
+0.1621798478056000E+02 +0.3427689445835214E+00 +0.0000000000000000E+00
+0.1624519616442000E+02 +0.3386138391815320E+00 +0.0000000000000000E+00
+0.1627240754828000E+02 +0.3368861042596195E+00 +0.0000000000000000E+00
+0.1629961893214000E+02 +0.3376438838914196E+00 +0.0000000000000000E+00
+0.1632683031600000E+02 +0.3401798828148040E+00 +0.0000000000000000E+00
+0.1635404169986000E+02 +0.3434614904795618E+00 +0.0000000000000000E+00
+0.1638125308372000E+02 +0.3471190628953889E+00 +0.0000000000000000E+00
+0.1640846446758000E+02 +0.3518194671168600E+00 +0.0000000000000000E+00
+0.1643567585144000E+02 +0.3584417561609239E+00 +0.0000000000000000E+00
+0.1646288723530000E+02 +0.3671015708039381E+00 +0.0000000000000000E+00
+0.1649009861916000E+02 +0.3770249915909292E+00 +0.0000000000000000E+00
+0.1651731000302000E+02 +0.3868453989901739E+00 +0.0000000000000000E+00
+0.1654452138688000E+02 +0.3946857564316342E+00 +0.0000000000000000E+00
+0.1657173277074000E+02 +0.3984920077288729E+00 +0.0000000000000000E+00
+0.1659894415460000E+02 +0.3971270024744620E+00 +0.0000000000000000E+00
+0.1662615553846000E+02 +0.3911653314457930E+00 +0.0000000000000000E+00
+0.1665336692232000E+02 +0.3823448563659466E+00 +0.0000000000000000E+00
+0.1668057830618000E+02 +0.3725157667235557E+00 +0.0000000000000000E+00
+0.1670778969004000E+02 +0.3630406387783596E+00 +0.0000000000000000E+00
+0.1673500107390000E+02 +0.3546839082151058E+00 +0.0000000000000000E+00
+0.1676221245776000E+02 +0.3478701196554497E+00 +0.0000000000000000E+00
+0.1678942384162000E+02 +0.3430657023617767E+00 +0.0000000000000000E+00
+0.1681663522548000E+02 +0.3408048617971134E+00 +0.0000000000000000E+00
+0.1684384660934000E+02 +0.3411944608419630E+00 +0.0000000000000000E+00
+0.1687105799320000E+02 +0.3434757142358263E+00 +0.0000000000000000E+00
+0.1689826937706000E+02 +0.3462884665715644E+00 +0.0000000000000000E+00
+0.1692548076092000E+02 +0.3484963588832060E+00 +0.0000000000000000E+00
+0.1695269214478000E+02 +0.3498127892698986E+00 +0.0000000000000000E+00
+0.1697990352864000E+02 +0.3506085739058278E+00 +0.0000000000000000E+00
+0.1700711491250000E+02 +0.3513285309933661E+00 +0.0000000000000000E+00
+0.1703432629636000E+02 +0.3522938816538919E+00 +0.0000000000000000E+00
+0.1706153768022000E+02 +0.3538391142320427E+00 +0.0000000000000000E+00
+0.1708874906408000E+02 +0.3563525150299556E+00 +0.0000000000000000E+00
+0.1711596044794000E+02 +0.3599695344642896E+00 +0.0000000000000000E+00
+0.1714317183180000E+02 +0.3642042902605920E+00 +0.0000000000000000E+00
+0.1717038321566000E+02 +0.3680525330040297E+00 +0.0000000000000000E+00
+0.1719759459952000E+02 +0.3706428760089350E+00 +0.0000000000000000E+00
+0.1722480598338000E+02 +0.3718906128919935E+00 +0.0000000000000000E+00
+0.1725201736724000E+02 +0.3724787581770507E+00 +0.0000000000000000E+00
+0.1727922875110000E+02 +0.3732210752470428E+00 +0.0000000000000000E+00
+0.1730644013496000E+02 +0.3743079434609110E+00 +0.0000000000000000E+00
+0.1733365151882000E+02 +0.3749233876089540E+00 +0.0000000000000000E+00
+0.1736086290268000E+02 +0.3736758766509476E+00 +0.0000000000000000E+00
+0.1738807428654000E+02 +0.3695386790996691E+00 +0.0000000000000000E+00
+0.1741528567040000E+02 +0.3624928866246323E+00 +0.0000000000000000E+00
+0.1744249705426000E+02 +0.3536430942822476E+00 +0.0000000000000000E+00
+0.1746970843812000E+02 +0.3448965710229337E+00 +0.0000000000000000E+00
+0.1749691982198000E+02 +0.3383375199274608E+00 +0.0000000000000000E+00
+0.1752413120584000E+02 +0.3356396399697700E+00 +0.0000000000000000E+00
+0.1755134258970000E+02 +0.3378095239693497E+00 +0.0000000000000000E+00
+0.1757855397356000E+02 +0.3451924933279620E+00 +0.0000000000000000E+00
+0.1760576535742000E+02 +0.3574751842318784E+00 +0.0000000000000000E+00
+0.1763297674128000E+02 +0.3734793156299829E+00 +0.0000000000000000E+00
+0.1766018812514000E+02 +0.3910426698876891E+00 +0.0000000000000000E+00
+0.1768739950900000E+02 +0.4077810688673535E+00 +0.0000000000000000E+00
+0.1771461089286000E+02 +0.4226504836789240E+00 +0.0000000000000000E+00
+0.1774182227672000E+02 +0.4364565138625806E+00 +0.0000000000000000E+00
+0.1776903366058000E+02 +0.4501395090130095E+00 +0.0000000000000000E+00
+0.1779624504444000E+02 +0.4627008189445329E+00 +0.0000000000000000E+00
+0.1782345642830000E+02 +0.4715172446714679E+00 +0.0000000000000000E+00
+0.1785066781216000E+02 +0.4748504486859690E+00 +0.0000000000000000E+00
+0.1787787919602000E+02 +0.4732175600754174E+00 +0.0000000000000000E+00
+0.1790509057988000E+02 +0.4682768798260905E+00 +0.0000000000000000E+00
+0.1793230196374000E+02 +0.4615106179428603E+00 +0.0000000000000000E+00
+0.1795951334760000E+02 +0.4539971789151569E+00 +0.0000000000000000E+00
+0.1798672473146000E+02 +0.4465416460443438E+00 +0.0000000000000000E+00
+0.1801393611532000E+02 +0.4397131006685979E+00 +0.0000000000000000E+00
+0.1804114749918000E+02 +0.4339494509530031E+00 +0.0000000000000000E+00
+0.1806835888304000E+02 +0.4298038334724593E+00 +0.0000000000000000E+00
+0.1809557026690000E+02 +0.4281503244698952E+00 +0.0000000000000000E+00
+0.1812278165076000E+02 +0.4300897019822189E+00 +0.0000000000000000E+00
+0.1814999303462000E+02 +0.4366964909123606E+00 +0.0000000000000000E+00
+0.1817720441848000E+02 +0.4488198087600709E+00 +0.0000000000000000E+00
+0.1820441580234000E+02 +0.4665839465802933E+00 +0.0000000000000000E+00
+0.1823162718620000E+02 +0.4884568031314895E+00 +0.0000000000000000E+00
+0.1825883857006000E+02 +0.5106674464557188E+00 +0.0000000000000000E+00
+0.1828604995392000E+02 +0.5281567358917757E+00 +0.0000000000000000E+00
+0.1831326133778000E+02 +0.5370045378535053E+00 +0.0000000000000000E+00
+0.1834047272164000E+02 +0.5359557762289350E+00 +0.0000000000000000E+00
+0.1836768410550000E+02 +0.5259969631413690E+00 +0.0000000000000000E+00
+0.1839489548936000E+02 +0.5099609101163082E+00 +0.0000000000000000E+00
+0.1842210687322000E+02 +0.4922569714934654E+00 +0.0000000000000000E+00
+0.1844931825708000E+02 +0.4772450959729573E+00 +0.0000000000000000E+00
+0.1847652964094000E+02 +0.4673548972600527E+00 +0.0000000000000000E+00
