0.01  19.96  0.05   # D_min      D_max       D_step
0.00   1.00  0.05   # delta_min  delta_max   delta_step
400 21              # n_D  n_delta
-0.612996   -0.609527    -0.599176    -0.582121    -0.558684   -0.529356   -0.494834   -0.456041   -0.414142    -0.370517   -0.326714   -0.284351   -0.244993   -0.209991   -0.180326    -0.156461   -0.138255    -0.124964    -0.11535     -0.10795   -0.101499
-0.609927   -0.606574    -0.596561    -0.580036    -0.557272   -0.5287     -0.494946   -0.456862   -0.415547    -0.37233    -0.328726   -0.28635    -0.246785   -0.21143    -0.181324    -0.156999   -0.138374    -0.124743    -0.114884    -0.10732   -0.100757
-0.605749   -0.602519    -0.592862    -0.576899    -0.554853   -0.527095   -0.494178   -0.456884   -0.416241    -0.373524   -0.330214   -0.287912   -0.248223   -0.212583   -0.182095    -0.157355   -0.138346    -0.124404    -0.114322    -0.106611  -0.0999527
-0.600562   -0.597458    -0.588174    -0.572799    -0.55151    -0.524615   -0.492598   -0.456166   -0.416276    -0.374144   -0.331213   -0.28907    -0.24933    -0.213473   -0.182657    -0.157547   -0.138187    -0.123959    -0.113674    -0.105834  -0.0990938
-0.594458   -0.591486    -0.582588    -0.567822    -0.547322   -0.521333   -0.49027    -0.454762   -0.415698    -0.37423    -0.331757   -0.28985    -0.250133   -0.21412    -0.183028    -0.157588   -0.137909    -0.123419    -0.11295     -0.104997  -0.0981876
-0.587529   -0.584692    -0.576188    -0.56205     -0.542364   -0.517318   -0.487254   -0.452728   -0.414553    -0.373819   -0.331878   -0.290279   -0.250651   -0.214542   -0.183223    -0.157492   -0.137524    -0.122794    -0.11216     -0.104107  -0.0972403
-0.57986    -0.57716     -0.569059    -0.555561    -0.53671    -0.512635   -0.483609   -0.450113   -0.412884    -0.372948   -0.331607   -0.290382   -0.250907   -0.214757   -0.183257    -0.157273   -0.137042    -0.122094    -0.111309    -0.103171  -0.0962581
-0.571532   -0.568971    -0.561277    -0.548429    -0.530428   -0.507347   -0.47939    -0.446965   -0.410733    -0.371652   -0.330971   -0.290184   -0.250919   -0.214781   -0.183144    -0.15694    -0.136474    -0.121327    -0.110407    -0.102194  -0.095246
-0.562624   -0.560202    -0.552918    -0.540725    -0.523584   -0.501513   -0.474651   -0.44333    -0.408138    -0.369963   -0.329998   -0.289704   -0.250705   -0.214628   -0.182896    -0.156505   -0.135828    -0.120501    -0.10946     -0.101184  -0.0942089
-0.553207   -0.550924    -0.54405     -0.532514    -0.516239   -0.495189   -0.46944    -0.439252   -0.405136    -0.367911   -0.328713   -0.288965   -0.250282   -0.214312   -0.182524    -0.155978   -0.135113    -0.119623    -0.108473    -0.100145  -0.093151
