# Loss function L(Q,w) and dynamical structure factor S(Q,w)
#
# L(Q,w)= -Im(1/eps_m(Q,w) [1]
# S(Q,w)= L(Q,w)*|Q|^2*/(4 pi^2 n_val) [Energy^-1]
#
# Momentum transfer Q=G+q in lattice coordinates
# G:   0   0   0
# q:   0.0000000   0.0000000   0.0000000
# Momentum transfer Q=G+q in Cartesian coordinates
# G:   0.0000000   0.0000000   0.0000000
# q:   0.0000000   0.0000000   0.0000000
# Norm2(G+q)   0.0000000
#
#   Frequency/(eV/hbar)                  L(Q,w)             S(Q,w)*1000
+0.1327462009303667E+02 +0.8693659631561852E+00 +0.0000000000000000E+00
+0.1329049340028833E+02 +0.8900200173010727E+00 +0.0000000000000000E+00
+0.1330636670754000E+02 +0.9000062316460964E+00 +0.0000000000000000E+00
+0.1332224001479167E+02 +0.8987371935624979E+00 +0.0000000000000000E+00
+0.1333811332204333E+02 +0.8865542465712274E+00 +0.0000000000000000E+00
+0.1335398662929500E+02 +0.8646642582370621E+00 +0.0000000000000000E+00
+0.1336985993654667E+02 +0.8349173497551176E+00 +0.0000000000000000E+00
+0.1338573324379833E+02 +0.7994992600591854E+00 +0.0000000000000000E+00
+0.1340160655105000E+02 +0.7606266262083479E+00 +0.0000000000000000E+00
+0.1341747985830167E+02 +0.7203115237123441E+00 +0.0000000000000000E+00
+0.1343335316555333E+02 +0.6802228430998410E+00 +0.0000000000000000E+00
+0.1344922647280500E+02 +0.6416379975639042E+00 +0.0000000000000000E+00
+0.1346509978005667E+02 +0.6054598974981235E+00 +0.0000000000000000E+00
+0.1348097308730833E+02 +0.5722705290679883E+00 +0.0000000000000000E+00
+0.1349684639456000E+02 +0.5423977625111263E+00 +0.0000000000000000E+00
+0.1351271970181167E+02 +0.5159801360217384E+00 +0.0000000000000000E+00
+0.1352859300906333E+02 +0.4930216527093304E+00 +0.0000000000000000E+00
+0.1354446631631500E+02 +0.4734337651889149E+00 +0.0000000000000000E+00
+0.1356033962356667E+02 +0.4570647668444013E+00 +0.0000000000000000E+00
+0.1357621293081833E+02 +0.4437183461294719E+00 +0.0000000000000000E+00
+0.1359208623807000E+02 +0.4331636946355601E+00 +0.0000000000000000E+00
+0.1360795954532167E+02 +0.4251397124378173E+00 +0.0000000000000000E+00
+0.1362383285257333E+02 +0.4193557499859117E+00 +0.0000000000000000E+00
+0.1363970615982500E+02 +0.4154910883154289E+00 +0.0000000000000000E+00
+0.1365557946707667E+02 +0.4131951450971469E+00 +0.0000000000000000E+00
+0.1367145277432833E+02 +0.4120904282577372E+00 +0.0000000000000000E+00
+0.1368732608158000E+02 +0.4117806183534528E+00 +0.0000000000000000E+00
+0.1370319938883167E+02 +0.4118663672143205E+00 +0.0000000000000000E+00
+0.1371907269608333E+02 +0.4119703190473127E+00 +0.0000000000000000E+00
+0.1373494600333500E+02 +0.4117694947855000E+00 +0.0000000000000000E+00
+0.1375081931058667E+02 +0.4110281340823616E+00 +0.0000000000000000E+00
+0.1376669261783833E+02 +0.4096202352513956E+00 +0.0000000000000000E+00
+0.1378256592509000E+02 +0.4075319503242978E+00 +0.0000000000000000E+00
+0.1379843923234167E+02 +0.4048408232344533E+00 +0.0000000000000000E+00
+0.1381431253959333E+02 +0.4016785324736806E+00 +0.0000000000000000E+00
+0.1383018584684500E+02 +0.3981908239327990E+00 +0.0000000000000000E+00
+0.1384605915409666E+02 +0.3945087309765167E+00 +0.0000000000000000E+00
+0.1386193246134833E+02 +0.3907390377404241E+00 +0.0000000000000000E+00
+0.1387780576860000E+02 +0.3869727148328466E+00 +0.0000000000000000E+00
+0.1389367907585167E+02 +0.3833022865394369E+00 +0.0000000000000000E+00
+0.1390955238310333E+02 +0.3798362240240044E+00 +0.0000000000000000E+00
+0.1392542569035500E+02 +0.3767014342147237E+00 +0.0000000000000000E+00
+0.1394129899760667E+02 +0.3740317130133807E+00 +0.0000000000000000E+00
+0.1395717230485833E+02 +0.3719467955358271E+00 +0.0000000000000000E+00
+0.1397304561211000E+02 +0.3705300146285460E+00 +0.0000000000000000E+00
+0.1398891891936167E+02 +0.3698116136881025E+00 +0.0000000000000000E+00
+0.1400479222661333E+02 +0.3697609155375787E+00 +0.0000000000000000E+00
+0.1402066553386500E+02 +0.3702863498745750E+00 +0.0000000000000000E+00
+0.1403653884111667E+02 +0.3712399886909941E+00 +0.0000000000000000E+00
+0.1405241214836833E+02 +0.3724238066689183E+00 +0.0000000000000000E+00
+0.1406828545562000E+02 +0.3735978888837428E+00 +0.0000000000000000E+00
+0.1408415876287167E+02 +0.3744942020342459E+00 +0.0000000000000000E+00
+0.1410003207012333E+02 +0.3748405786942341E+00 +0.0000000000000000E+00
+0.1411590537737500E+02 +0.3743964710782488E+00 +0.0000000000000000E+00
+0.1413177868462667E+02 +0.3729955594163441E+00 +0.0000000000000000E+00
+0.1414765199187833E+02 +0.3705838826515669E+00 +0.0000000000000000E+00
+0.1416352529913000E+02 +0.3672401499943034E+00 +0.0000000000000000E+00
+0.1417939860638167E+02 +0.3631695526949697E+00 +0.0000000000000000E+00
+0.1419527191363333E+02 +0.3586717835995130E+00 +0.0000000000000000E+00
+0.1421114522088500E+02 +0.3540929503524570E+00 +0.0000000000000000E+00
+0.1422701852813667E+02 +0.3497750352074516E+00 +0.0000000000000000E+00
+0.1424289183538833E+02 +0.3460145756114984E+00 +0.0000000000000000E+00
+0.1425876514264000E+02 +0.3430368838741196E+00 +0.0000000000000000E+00
+0.1427463844989167E+02 +0.3409868115060918E+00 +0.0000000000000000E+00
+0.1429051175714334E+02 +0.3399337119367061E+00 +0.0000000000000000E+00
+0.1430638506439500E+02 +0.3398868123542178E+00 +0.0000000000000000E+00
+0.1432225837164667E+02 +0.3408166276487306E+00 +0.0000000000000000E+00
+0.1433813167889834E+02 +0.3426775420650955E+00 +0.0000000000000000E+00
+0.1435400498615000E+02 +0.3454263678858374E+00 +0.0000000000000000E+00
+0.1436987829340167E+02 +0.3490323831573571E+00 +0.0000000000000000E+00
+0.1438575160065333E+02 +0.3534766711111682E+00 +0.0000000000000000E+00
+0.1440162490790500E+02 +0.3587421238342097E+00 +0.0000000000000000E+00
+0.1441749821515667E+02 +0.3647988336235369E+00 +0.0000000000000000E+00
+0.1443337152240833E+02 +0.3715912922342466E+00 +0.0000000000000000E+00
+0.1444924482966000E+02 +0.3790331682442299E+00 +0.0000000000000000E+00
+0.1446511813691167E+02 +0.3870127111096930E+00 +0.0000000000000000E+00
+0.1448099144416333E+02 +0.3954079090308964E+00 +0.0000000000000000E+00
+0.1449686475141500E+02 +0.4041066368043177E+00 +0.0000000000000000E+00
+0.1451273805866667E+02 +0.4130247015211738E+00 +0.0000000000000000E+00
+0.1452861136591833E+02 +0.4221152971838066E+00 +0.0000000000000000E+00
+0.1454448467317000E+02 +0.4313670579366545E+00 +0.0000000000000000E+00
+0.1456035798042167E+02 +0.4407928862250096E+00 +0.0000000000000000E+00
+0.1457623128767333E+02 +0.4504151944019468E+00 +0.0000000000000000E+00
+0.1459210459492500E+02 +0.4602532182196873E+00 +0.0000000000000000E+00
+0.1460797790217667E+02 +0.4703149673867201E+00 +0.0000000000000000E+00
+0.1462385120942833E+02 +0.4805923945100809E+00 +0.0000000000000000E+00
+0.1463972451668000E+02 +0.4910561811387809E+00 +0.0000000000000000E+00
+0.1465559782393167E+02 +0.5016478028772714E+00 +0.0000000000000000E+00
+0.1467147113118333E+02 +0.5122707119056000E+00 +0.0000000000000000E+00
+0.1468734443843500E+02 +0.5227867129476813E+00 +0.0000000000000000E+00
+0.1470321774568667E+02 +0.5330242621694460E+00 +0.0000000000000000E+00
+0.1471909105293833E+02 +0.5428007162145074E+00 +0.0000000000000000E+00
+0.1473496436019000E+02 +0.5519524804291168E+00 +0.0000000000000000E+00
+0.1475083766744167E+02 +0.5603606067300885E+00 +0.0000000000000000E+00
+0.1476671097469333E+02 +0.5679595271138249E+00 +0.0000000000000000E+00
+0.1478258428194500E+02 +0.5747241328741256E+00 +0.0000000000000000E+00
+0.1479845758919667E+02 +0.5806410291061304E+00 +0.0000000000000000E+00
+0.1481433089644833E+02 +0.5856770675935514E+00 +0.0000000000000000E+00
+0.1483020420370000E+02 +0.5897583825776178E+00 +0.0000000000000000E+00
+0.1484607751095167E+02 +0.5927673000663307E+00 +0.0000000000000000E+00
+0.1486195081820333E+02 +0.5945570653758180E+00 +0.0000000000000000E+00
+0.1487782412545500E+02 +0.5949792470836142E+00 +0.0000000000000000E+00
+0.1489369743270666E+02 +0.5939169237781936E+00 +0.0000000000000000E+00
+0.1490957073995833E+02 +0.5913168550403081E+00 +0.0000000000000000E+00
+0.1492544404721000E+02 +0.5872141383792252E+00 +0.0000000000000000E+00
+0.1494131735446167E+02 +0.5817433135960407E+00 +0.0000000000000000E+00
+0.1495719066171333E+02 +0.5751316501906354E+00 +0.0000000000000000E+00
+0.1497306396896500E+02 +0.5676741516176542E+00 +0.0000000000000000E+00
+0.1498893727621667E+02 +0.5596948935213243E+00 +0.0000000000000000E+00
+0.1500481058346833E+02 +0.5515037829872378E+00 +0.0000000000000000E+00
+0.1502068389072000E+02 +0.5433596500678053E+00 +0.0000000000000000E+00
+0.1503655719797167E+02 +0.5354487242226619E+00 +0.0000000000000000E+00
+0.1505243050522333E+02 +0.5278826287783135E+00 +0.0000000000000000E+00
+0.1506830381247500E+02 +0.5207140191723066E+00 +0.0000000000000000E+00
+0.1508417711972667E+02 +0.5139631124300420E+00 +0.0000000000000000E+00
+0.1510005042697833E+02 +0.5076460769427208E+00 +0.0000000000000000E+00
+0.1511592373423000E+02 +0.5017970597333024E+00 +0.0000000000000000E+00
+0.1513179704148166E+02 +0.4964791512939921E+00 +0.0000000000000000E+00
+0.1514767034873333E+02 +0.4917844890892692E+00 +0.0000000000000000E+00
+0.1516354365598500E+02 +0.4878277474004410E+00 +0.0000000000000000E+00
+0.1517941696323667E+02 +0.4847384034240990E+00 +0.0000000000000000E+00
+0.1519529027048833E+02 +0.4826551280710040E+00 +0.0000000000000000E+00
+0.1521116357774000E+02 +0.4817222884049649E+00 +0.0000000000000000E+00
+0.1522703688499167E+02 +0.4820863331307783E+00 +0.0000000000000000E+00
+0.1524291019224333E+02 +0.4838898319555349E+00 +0.0000000000000000E+00
+0.1525878349949500E+02 +0.4872623271574640E+00 +0.0000000000000000E+00
+0.1527465680674666E+02 +0.4923084471987638E+00 +0.0000000000000000E+00
+0.1529053011399833E+02 +0.4990942002297136E+00 +0.0000000000000000E+00
+0.1530640342125000E+02 +0.5076322607894990E+00 +0.0000000000000000E+00
+0.1532227672850167E+02 +0.5178669243264343E+00 +0.0000000000000000E+00
+0.1533815003575333E+02 +0.5296595708168651E+00 +0.0000000000000000E+00
+0.1535402334300500E+02 +0.5427761462186994E+00 +0.0000000000000000E+00
+0.1536989665025667E+02 +0.5568794163187240E+00 +0.0000000000000000E+00
+0.1538576995750833E+02 +0.5715302057071310E+00 +0.0000000000000000E+00
+0.1540164326476000E+02 +0.5862024516400972E+00 +0.0000000000000000E+00
+0.1541751657201166E+02 +0.6003153073412940E+00 +0.0000000000000000E+00
+0.1543338987926333E+02 +0.6132810173218060E+00 +0.0000000000000000E+00
+0.1544926318651500E+02 +0.6245609129591697E+00 +0.0000000000000000E+00
+0.1546513649376667E+02 +0.6337167597448602E+00 +0.0000000000000000E+00
+0.1548100980101833E+02 +0.6404445369911801E+00 +0.0000000000000000E+00
+0.1549688310827000E+02 +0.6445838017955429E+00 +0.0000000000000000E+00
+0.1551275641552167E+02 +0.6461048855444107E+00 +0.0000000000000000E+00
+0.1552862972277333E+02 +0.6450826164464205E+00 +0.0000000000000000E+00
+0.1554450303002500E+02 +0.6416657739399757E+00 +0.0000000000000000E+00
+0.1556037633727667E+02 +0.6360478923698683E+00 +0.0000000000000000E+00
+0.1557624964452833E+02 +0.6284418151179020E+00 +0.0000000000000000E+00
+0.1559212295178000E+02 +0.6190599633532647E+00 +0.0000000000000000E+00
+0.1560799625903167E+02 +0.6081031649937989E+00 +0.0000000000000000E+00
+0.1562386956628333E+02 +0.5957601826202736E+00 +0.0000000000000000E+00
+0.1563974287353500E+02 +0.5822168560579608E+00 +0.0000000000000000E+00
+0.1565561618078667E+02 +0.5676699098491136E+00 +0.0000000000000000E+00
+0.1567148948803833E+02 +0.5523385751413808E+00 +0.0000000000000000E+00
+0.1568736279529000E+02 +0.5364682912525306E+00 +0.0000000000000000E+00
+0.1570323610254167E+02 +0.5203240414957379E+00 +0.0000000000000000E+00
+0.1571910940979333E+02 +0.5041747355515059E+00 +0.0000000000000000E+00
+0.1573498271704500E+02 +0.4882730889724956E+00 +0.0000000000000000E+00
+0.1575085602429667E+02 +0.4728367890321190E+00 +0.0000000000000000E+00
+0.1576672933154834E+02 +0.4580360574526448E+00 +0.0000000000000000E+00
+0.1578260263880000E+02 +0.4439903629661426E+00 +0.0000000000000000E+00
+0.1579847594605167E+02 +0.4307739523834547E+00 +0.0000000000000000E+00
+0.1581434925330333E+02 +0.4184272457424513E+00 +0.0000000000000000E+00
+0.1583022256055500E+02 +0.4069698372294288E+00 +0.0000000000000000E+00
+0.1584609586780667E+02 +0.3964110823410733E+00 +0.0000000000000000E+00
+0.1586196917505833E+02 +0.3867557566291004E+00 +0.0000000000000000E+00
+0.1587784248231000E+02 +0.3780044826510107E+00 +0.0000000000000000E+00
+0.1589371578956167E+02 +0.3701507336428387E+00 +0.0000000000000000E+00
+0.1590958909681333E+02 +0.3631773342025917E+00 +0.0000000000000000E+00
+0.1592546240406500E+02 +0.3570549878515278E+00 +0.0000000000000000E+00
+0.1594133571131667E+02 +0.3517437847141741E+00 +0.0000000000000000E+00
+0.1595720901856833E+02 +0.3471968514227277E+00 +0.0000000000000000E+00
+0.1597308232582000E+02 +0.3433643054206068E+00 +0.0000000000000000E+00
+0.1598895563307167E+02 +0.3401959341805620E+00 +0.0000000000000000E+00
+0.1600482894032333E+02 +0.3376422359125000E+00 +0.0000000000000000E+00
+0.1602070224757500E+02 +0.3356547334857117E+00 +0.0000000000000000E+00
+0.1603657555482667E+02 +0.3341868753488508E+00 +0.0000000000000000E+00
+0.1605244886207833E+02 +0.3331960968806335E+00 +0.0000000000000000E+00
+0.1606832216933000E+02 +0.3326463654504109E+00 +0.0000000000000000E+00
+0.1608419547658167E+02 +0.3325097747937924E+00 +0.0000000000000000E+00
+0.1610006878383333E+02 +0.3327660299336481E+00 +0.0000000000000000E+00
+0.1611594209108500E+02 +0.3333997079039230E+00 +0.0000000000000000E+00
+0.1613181539833667E+02 +0.3343962638523308E+00 +0.0000000000000000E+00
+0.1614768870558834E+02 +0.3357382376401626E+00 +0.0000000000000000E+00
+0.1616356201284000E+02 +0.3374027856984070E+00 +0.0000000000000000E+00
+0.1617943532009167E+02 +0.3393608131192311E+00 +0.0000000000000000E+00
+0.1619530862734333E+02 +0.3415772811913549E+00 +0.0000000000000000E+00
+0.1621118193459500E+02 +0.3440122797803137E+00 +0.0000000000000000E+00
+0.1622705524184667E+02 +0.3466230584312640E+00 +0.0000000000000000E+00
+0.1624292854909833E+02 +0.3493675536636576E+00 +0.0000000000000000E+00
+0.1625880185635000E+02 +0.3522092397069037E+00 +0.0000000000000000E+00
+0.1627467516360167E+02 +0.3551215845866187E+00 +0.0000000000000000E+00
+0.1629054847085333E+02 +0.3580893277160918E+00 +0.0000000000000000E+00
+0.1630642177810500E+02 +0.3611045494074042E+00 +0.0000000000000000E+00
+0.1632229508535666E+02 +0.3641581170363379E+00 +0.0000000000000000E+00
+0.1633816839260833E+02 +0.3672300303297191E+00 +0.0000000000000000E+00
+0.1635404169986000E+02 +0.3702834737496106E+00 +0.0000000000000000E+00
+0.1636991500711167E+02 +0.3732660933319618E+00 +0.0000000000000000E+00
+0.1638578831436333E+02 +0.3761187952318955E+00 +0.0000000000000000E+00
+0.1640166162161500E+02 +0.3787888206835286E+00 +0.0000000000000000E+00
+0.1641753492886667E+02 +0.3812416365721674E+00 +0.0000000000000000E+00
+0.1643340823611834E+02 +0.3834663216581653E+00 +0.0000000000000000E+00
+0.1644928154337000E+02 +0.3854716332033209E+00 +0.0000000000000000E+00
+0.1646515485062167E+02 +0.3872737271888351E+00 +0.0000000000000000E+00
+0.1648102815787333E+02 +0.3888798779233234E+00 +0.0000000000000000E+00
+0.1649690146512500E+02 +0.3902740141522305E+00 +0.0000000000000000E+00
+0.1651277477237667E+02 +0.3914089197039677E+00 +0.0000000000000000E+00
+0.1652864807962833E+02 +0.3922072311610968E+00 +0.0000000000000000E+00
+0.1654452138688000E+02 +0.3925704775194440E+00 +0.0000000000000000E+00
+0.1656039469413167E+02 +0.3923937997851306E+00 +0.0000000000000000E+00
+0.1657626800138333E+02 +0.3915838964053499E+00 +0.0000000000000000E+00
+0.1659214130863500E+02 +0.3900780310423372E+00 +0.0000000000000000E+00
+0.1660801461588667E+02 +0.3878613520310502E+00 +0.0000000000000000E+00
+0.1662388792313833E+02 +0.3849784724485923E+00 +0.0000000000000000E+00
+0.1663976123039000E+02 +0.3815349461821401E+00 +0.0000000000000000E+00
+0.1665563453764167E+02 +0.3776864551572986E+00 +0.0000000000000000E+00
+0.1667150784489333E+02 +0.3736176803068848E+00 +0.0000000000000000E+00
+0.1668738115214500E+02 +0.3695165700596724E+00 +0.0000000000000000E+00
+0.1670325445939666E+02 +0.3655508279577036E+00 +0.0000000000000000E+00
+0.1671912776664833E+02 +0.3618516586201420E+00 +0.0000000000000000E+00
+0.1673500107390000E+02 +0.3585066726556266E+00 +0.0000000000000000E+00
+0.1675087438115167E+02 +0.3555611692003657E+00 +0.0000000000000000E+00
+0.1676674768840333E+02 +0.3530257154647198E+00 +0.0000000000000000E+00
+0.1678262099565500E+02 +0.3508879285039093E+00 +0.0000000000000000E+00
+0.1679849430290666E+02 +0.3491269180133333E+00 +0.0000000000000000E+00
+0.1681436761015834E+02 +0.3477291024879048E+00 +0.0000000000000000E+00
+0.1683024091741000E+02 +0.3467035574736810E+00 +0.0000000000000000E+00
+0.1684611422466167E+02 +0.3460939920962357E+00 +0.0000000000000000E+00
+0.1686198753191333E+02 +0.3459839314989283E+00 +0.0000000000000000E+00
+0.1687786083916500E+02 +0.3464927325240728E+00 +0.0000000000000000E+00
+0.1689373414641667E+02 +0.3477626677458516E+00 +0.0000000000000000E+00
+0.1690960745366833E+02 +0.3499402079916323E+00 +0.0000000000000000E+00
+0.1692548076092000E+02 +0.3531562233002616E+00 +0.0000000000000000E+00
+0.1694135406817167E+02 +0.3575094234810865E+00 +0.0000000000000000E+00
+0.1695722737542333E+02 +0.3630555378422681E+00 +0.0000000000000000E+00
+0.1697310068267500E+02 +0.3698026316643232E+00 +0.0000000000000000E+00
+0.1698897398992667E+02 +0.3777114529013594E+00 +0.0000000000000000E+00
+0.1700484729717833E+02 +0.3866990607392308E+00 +0.0000000000000000E+00
+0.1702072060443000E+02 +0.3966439827208992E+00 +0.0000000000000000E+00
+0.1703659391168167E+02 +0.4073913995178435E+00 +0.0000000000000000E+00
+0.1705246721893333E+02 +0.4187571969191401E+00 +0.0000000000000000E+00
+0.1706834052618500E+02 +0.4305303624602850E+00 +0.0000000000000000E+00
+0.1708421383343666E+02 +0.4424744467467694E+00 +0.0000000000000000E+00
+0.1710008714068833E+02 +0.4543304516721173E+00 +0.0000000000000000E+00
+0.1711596044794000E+02 +0.4658245044663466E+00 +0.0000000000000000E+00
+0.1713183375519167E+02 +0.4766826828097046E+00 +0.0000000000000000E+00
+0.1714770706244333E+02 +0.4866520040578451E+00 +0.0000000000000000E+00
+0.1716358036969500E+02 +0.4955224693243690E+00 +0.0000000000000000E+00
+0.1717945367694667E+02 +0.5031430798926588E+00 +0.0000000000000000E+00
+0.1719532698419833E+02 +0.5094268236212883E+00 +0.0000000000000000E+00
+0.1721120029145000E+02 +0.5143445966968184E+00 +0.0000000000000000E+00
+0.1722707359870166E+02 +0.5179123455316912E+00 +0.0000000000000000E+00
+0.1724294690595333E+02 +0.5201766565661798E+00 +0.0000000000000000E+00
+0.1725882021320500E+02 +0.5212020192567984E+00 +0.0000000000000000E+00
+0.1727469352045667E+02 +0.5210606861645953E+00 +0.0000000000000000E+00
+0.1729056682770833E+02 +0.5198253901601606E+00 +0.0000000000000000E+00
+0.1730644013496000E+02 +0.5175657212340846E+00 +0.0000000000000000E+00
+0.1732231344221167E+02 +0.5143489404116087E+00 +0.0000000000000000E+00
+0.1733818674946333E+02 +0.5102445175239638E+00 +0.0000000000000000E+00
+0.1735406005671500E+02 +0.5053297361615834E+00 +0.0000000000000000E+00
+0.1736993336396667E+02 +0.4996931857982743E+00 +0.0000000000000000E+00
+0.1738580667121833E+02 +0.4934346293806898E+00 +0.0000000000000000E+00
+0.1740167997847000E+02 +0.4866623882337768E+00 +0.0000000000000000E+00
+0.1741755328572167E+02 +0.4794909187546843E+00 +0.0000000000000000E+00
+0.1743342659297333E+02 +0.4720405543778911E+00 +0.0000000000000000E+00
+0.1744929990022500E+02 +0.4644391291906534E+00 +0.0000000000000000E+00
+0.1746517320747667E+02 +0.4568230179806713E+00 +0.0000000000000000E+00
+0.1748104651472833E+02 +0.4493343215126417E+00 +0.0000000000000000E+00
+0.1749691982198000E+02 +0.4421118782781990E+00 +0.0000000000000000E+00
+0.1751279312923167E+02 +0.4352760642988668E+00 +0.0000000000000000E+00
+0.1752866643648333E+02 +0.4289100331052098E+00 +0.0000000000000000E+00
+0.1754453974373500E+02 +0.4230421238434754E+00 +0.0000000000000000E+00
+0.1756041305098667E+02 +0.4176348563308172E+00 +0.0000000000000000E+00
+0.1757628635823833E+02 +0.4125849023716276E+00 +0.0000000000000000E+00
+0.1759215966549000E+02 +0.4077357699786555E+00 +0.0000000000000000E+00
+0.1760803297274166E+02 +0.4029012290998445E+00 +0.0000000000000000E+00
+0.1762390627999333E+02 +0.3978939295226793E+00 +0.0000000000000000E+00
+0.1763977958724500E+02 +0.3925518735453615E+00 +0.0000000000000000E+00
+0.1765565289449667E+02 +0.3867566328344229E+00 +0.0000000000000000E+00
+0.1767152620174833E+02 +0.3804409872499315E+00 +0.0000000000000000E+00
+0.1768739950900000E+02 +0.3735877399976477E+00 +0.0000000000000000E+00
+0.1770327281625167E+02 +0.3662234201481676E+00 +0.0000000000000000E+00
+0.1771914612350334E+02 +0.3584099152158132E+00 +0.0000000000000000E+00
+0.1773501943075500E+02 +0.3502353543807187E+00 +0.0000000000000000E+00
+0.1775089273800667E+02 +0.3418046351072596E+00 +0.0000000000000000E+00
+0.1776676604525833E+02 +0.3332303070365307E+00 +0.0000000000000000E+00
+0.1778263935251000E+02 +0.3246251854964731E+00 +0.0000000000000000E+00
+0.1779851265976167E+02 +0.3160979768744986E+00 +0.0000000000000000E+00
+0.1781438596701333E+02 +0.3077520785900315E+00 +0.0000000000000000E+00
+0.1783025927426500E+02 +0.2996862213796800E+00 +0.0000000000000000E+00
+0.1784613258151667E+02 +0.2919947866394366E+00 +0.0000000000000000E+00
+0.1786200588876833E+02 +0.2847660832273057E+00 +0.0000000000000000E+00
+0.1787787919602000E+02 +0.2780783435997668E+00 +0.0000000000000000E+00
+0.1789375250327167E+02 +0.2719947629258050E+00 +0.0000000000000000E+00
+0.1790962581052333E+02 +0.2665596536712506E+00 +0.0000000000000000E+00
+0.1792549911777500E+02 +0.2617973992997256E+00 +0.0000000000000000E+00
+0.1794137242502667E+02 +0.2577146545337687E+00 +0.0000000000000000E+00
+0.1795724573227833E+02 +0.2543047799223933E+00 +0.0000000000000000E+00
+0.1797311903953000E+02 +0.2515524923649544E+00 +0.0000000000000000E+00
+0.1798899234678166E+02 +0.2494366557088544E+00 +0.0000000000000000E+00
+0.1800486565403333E+02 +0.2479301039843581E+00 +0.0000000000000000E+00
+0.1802073896128500E+02 +0.2469969380520747E+00 +0.0000000000000000E+00
+0.1803661226853666E+02 +0.2465890959243452E+00 +0.0000000000000000E+00
+0.1805248557578833E+02 +0.2466445112717064E+00 +0.0000000000000000E+00
+0.1806835888304000E+02 +0.2470886482795967E+00 +0.0000000000000000E+00
+0.1808423219029167E+02 +0.2478399293217664E+00 +0.0000000000000000E+00
+0.1810010549754334E+02 +0.2488181131148056E+00 +0.0000000000000000E+00
+0.1811597880479500E+02 +0.2499535968872623E+00 +0.0000000000000000E+00
+0.1813185211204667E+02 +0.2511952989260551E+00 +0.0000000000000000E+00
+0.1814772541929833E+02 +0.2525153217756053E+00 +0.0000000000000000E+00
+0.1816359872655000E+02 +0.2539097184208275E+00 +0.0000000000000000E+00
+0.1817947203380167E+02 +0.2553958370309356E+00 +0.0000000000000000E+00
+0.1819534534105333E+02 +0.2570074165664348E+00 +0.0000000000000000E+00
+0.1821121864830500E+02 +0.2587886904100702E+00 +0.0000000000000000E+00
+0.1822709195555667E+02 +0.2607884089730076E+00 +0.0000000000000000E+00
+0.1824296526280833E+02 +0.2630542496361832E+00 +0.0000000000000000E+00
+0.1825883857006000E+02 +0.2656278281364456E+00 +0.0000000000000000E+00
+0.1827471187731167E+02 +0.2685405276930766E+00 +0.0000000000000000E+00
+0.1829058518456333E+02 +0.2718104353785945E+00 +0.0000000000000000E+00
+0.1830645849181500E+02 +0.2754405718481678E+00 +0.0000000000000000E+00
+0.1832233179906667E+02 +0.2794182851826365E+00 +0.0000000000000000E+00
+0.1833820510631833E+02 +0.2837153872855084E+00 +0.0000000000000000E+00
+0.1835407841357000E+02 +0.2882886175802773E+00 +0.0000000000000000E+00
+0.1836995172082166E+02 +0.2930803632820163E+00 +0.0000000000000000E+00
+0.1838582502807333E+02 +0.2980199946818228E+00 +0.0000000000000000E+00
+0.1840169833532500E+02 +0.3030263388486669E+00 +0.0000000000000000E+00
+0.1841757164257667E+02 +0.3080115414989528E+00 +0.0000000000000000E+00
+0.1843344494982833E+02 +0.3128859890214650E+00 +0.0000000000000000E+00
+0.1844931825708000E+02 +0.3175634336200503E+00 +0.0000000000000000E+00
+0.1846519156433167E+02 +0.3219652783992436E+00 +0.0000000000000000E+00
+0.1848106487158334E+02 +0.3260231174035666E+00 +0.0000000000000000E+00
+0.1849693817883500E+02 +0.3296788385149757E+00 +0.0000000000000000E+00
+0.1851281148608667E+02 +0.3328818212662390E+00 +0.0000000000000000E+00
+0.1852868479333833E+02 +0.3355833377852361E+00 +0.0000000000000000E+00
+0.1854455810059000E+02 +0.3377295083097281E+00 +0.0000000000000000E+00
+0.1856043140784167E+02 +0.3392556792115877E+00 +0.0000000000000000E+00
+0.1857630471509333E+02 +0.3400857405483556E+00 +0.0000000000000000E+00
+0.1859217802234500E+02 +0.3401386806970299E+00 +0.0000000000000000E+00
+0.1860805132959667E+02 +0.3393417761456929E+00 +0.0000000000000000E+00
+0.1862392463684833E+02 +0.3376467789832172E+00 +0.0000000000000000E+00
+0.1863979794410000E+02 +0.3350441553955488E+00 +0.0000000000000000E+00
+0.1865567125135166E+02 +0.3315715581204366E+00 +0.0000000000000000E+00
+0.1867154455860333E+02 +0.3273152562686250E+00 +0.0000000000000000E+00
+0.1868741786585500E+02 +0.3224053734511589E+00 +0.0000000000000000E+00
+0.1870329117310667E+02 +0.3170065106014624E+00 +0.0000000000000000E+00
+0.1871916448035833E+02 +0.3113051409490813E+00 +0.0000000000000000E+00
+0.1873503778761000E+02 +0.3054950881189009E+00 +0.0000000000000000E+00
+0.1875091109486167E+02 +0.2997627369836763E+00 +0.0000000000000000E+00
+0.1876678440211333E+02 +0.2942738410155230E+00 +0.0000000000000000E+00
+0.1878265770936500E+02 +0.2891633851637443E+00 +0.0000000000000000E+00
+0.1879853101661667E+02 +0.2845291233458298E+00 +0.0000000000000000E+00
+0.1881440432386833E+02 +0.2804287430395969E+00 +0.0000000000000000E+00
+0.1883027763112000E+02 +0.2768804869899706E+00 +0.0000000000000000E+00
